id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-59-2351-01A-01R-1569-13	0	0.0172797358841032	0.172928172797574	0.0411983334516586	0	0.0983669857212822	0	0.00746278214278849	0.0588136960579884	0	0	0.0793567058886814	0	0.236631021287446	0.0751734292600686	0.187423135719975	0	0	0.0253660017884343	0	0	0
TCGA-24-2288-01A-01R-1568-13	0.0582354484151211	0	0.19953309269191	0.127103445010055	0	0.18545825484594	0.0187099952944273	0.047095961552194	0.0477977609592609	0	0.0303286081072767	0	0.0364356137547939	0.0161069003300164	0.105710930558155	0.120724335860742	0	0.000756599914622829	0	0.00600305270548403	0	0
TCGA-13-0795-01A-01R-1564-13	0.00167532551638341	0	0.0142011518553345	0.106298514443129	0	0.229332851755374	0	0.0178770266832379	0.0431540865155912	0	0	0.0522534951914299	0.138832994182943	0	0.0321538197628087	0.297412788099331	0	0.0470299881254755	0.019095626830501	0	0.000682331038461172	0
TCGA-29-1781-01A-01R-1567-13	0	0.00346407815972642	0.226051760535456	0.188918616835466	0	0.0268069657433832	0.0487201622592338	0.0135548731519482	0.0130897512115922	0.0132158785458402	0	0.00653916913650097	0	0.171071998670838	0.0738406950994459	0.214726050650569	0	0	0	0	0	0
TCGA-29-1711-01A-01R-1567-13	0.00576213196894867	0	0.0151514485469175	0.0296358419677187	0	0.248615954375641	0	0.0452854766531661	0.0623107819180686	0	0	0.0965673063802218	0.014687445635677	0.116690226632892	0.158196008413633	0.158083918647178	0.0185159017273623	0	0.0304975571325755	0	0	0
TCGA-25-1326-01A-01R-1565-13	0	0	0.0237820497711832	0.0676209172235171	0	0.261116896719717	0	0.0115907966547003	0.023559102674352	0	0	0.0403143393934634	0.00674712005468292	0.21625437486932	0.111340051752635	0.192437848425106	0.00735467070955903	0	0.0378818317517634	0	0	0
TCGA-24-1843-01A-01R-1567-13	0	8.59389479632907e-05	0.115318988393118	0.103222898082224	0	0.13929829351574	0	0	0.036063290749197	0	0	0.0543104277697676	0.00615196487085548	0.342491572983951	0.0478855570932861	0.150647461647466	0	0	0	0.00372934647491209	0	0.000794259471517982
TCGA-24-2267-01A-01R-1568-13	0.00325471101055464	0.018694950632613	0.149500756381272	0.0483650370258878	0	0.130695502785887	0	0.0542132195724939	0.0643392514242381	0	0.0193599949218108	0	0.00872945426040491	0.211010521943727	0.106688508760336	0.179618223004492	0	0	0.00552986827628273	0	0	0
TCGA-24-1847-01A-01R-1566-13	0.0144095925194878	0	0.021578086194228	0.332106725801757	0	0.119620102300843	0.0557931244034368	0.0112647504255027	0.0781392841031176	0	0.0220867919615779	0	0.0134997345130702	0.1080072558606	0.087805978877237	0.130444810579724	0	0	0.00524376245941832	0	0	0
TCGA-13-0884-01B-01R-1565-13	0	0	0.0130619227352934	0.20144460759269	0	0.0961357043903561	0	0.0829572394514323	0.152353695607531	0	0	0.120711843196395	0.0092597380439926	0.070921637366521	0.0911070146365724	0.0618788375287563	0	0.0459362976845797	0.05423146176588	0	0	0
TCGA-61-2113-01A-01R-1568-13	0.047223219448853	0	0.0415842152421999	0.0251291407046984	0	0.272268611523759	0.00327853966554963	0.0588285294239001	0	0	0.0368275718214732	0	0.0135849911894635	0.151789065511119	0.0847097246861296	0.141424836025232	0	0.0825808183598347	0	0.0295464412522349	0	0.0112242951455523
TCGA-61-1910-01A-01R-1567-13	0	0.00230060902546359	0	0.026652051867825	0	0.204431344853447	0	0.0270555385824018	0.0805666485915263	0	0	0.0428199838316442	0.00395268404434991	0.227119882719071	0.0999467851108029	0.191687017058219	0	0.00333733432983594	0	0.0901301199854127	0	0
TCGA-29-2427-01A-01R-1569-13	0.0162689769833987	0	0.0796108421951235	0.183042529390805	0	0.132229816075191	0	0.0207964106671253	0.0320452077726317	0	0.0199728123431418	0.0162589800642821	0	0.151846617241035	0.127099257830741	0.189884905312424	0	0	0.0309436441241002	0	0	0
TCGA-13-1498-01A-01R-1565-13	0	0.0310545675369531	0	0.100802448290503	0	0.196999390400046	0	0.0356905370948595	0.0513619537039129	0	0	0.110993704102568	0.0208366336347543	0.22227324758412	0.0971406431292478	0.0709614465670227	0.0557031466821536	0	0.0061822812738586	0	0	0
TCGA-13-1509-01A-01R-1565-13	0	0	0.341087006254623	0.0477195706718895	0	0.150545392642353	0	0.0415347409081929	0.0226999764385195	0.0070448945692242	0	0.0510426803993528	0.0448698727445141	0.0704629224781985	0.0914402281136582	0.119554607517458	0.00324493857870314	0	0	0.00287545403119967	0.00587771465211324	0
TCGA-04-1356-01A-01R-1569-13	0.0378753438310179	0	0	0.0476057006364078	0	0.197404323729881	0	0.0264957682034687	0.0360962675483605	0	0	0.0357336981613991	0	0.461754351531336	0.0321480577599789	0.0374982824680321	0	0	0	0.0869760822757413	0	0.000412123854376844
TCGA-61-1914-01A-01R-1567-13	0.0291474839159182	0	0.102279141139834	0.0292889587471665	0	0.129053586504071	0	0.0450204419380411	0	0.0194929232056209	0	0.038804567238743	0.0734911395669321	0.0904968171631469	0.180913013581576	0.202915876608814	0	0	0	0.017006737750916	0.0378338358343991	0.00425547680482185
TCGA-23-1116-01A-01R-1564-13	0	0.0756049176628717	0	0.0191139959266371	0	0.0999616607298464	0	0.0271340087414676	0.0356610759639357	0	0	0.00748967862483849	0	0.21435145973977	0.0595336534798179	0.243112966503234	0.0110335302732316	0	0	0.118074465936669	0	0.0889285864176805
TCGA-13-A5FT-01A-11R-A406-31	0.0450850022019604	0	0.0899052728717894	0.00813627130242147	0	0.187312387921661	0	0.0962307531035169	0.0642529006477256	0	0	0.0402922055249205	0.0130648625969203	0.138534939624007	0.0619560227582461	0.0440487153734723	0	0.211180666073359	0	0	0	0
TCGA-59-2354-01A-01R-1569-13	0.0695646304721075	0	0.0247313681100023	0.0626292864507344	0	0.227994997853479	0	0.05179816545121	0.0950317774913496	0	0.0241594595477908	0.000441885289447235	0.00116351715750831	0.172501125753615	0.097899400915857	0.163129446947451	0.0089549385594479	0	0	0	0	0
TCGA-13-1488-01A-01R-1565-13	0.0472824474023198	0	0.0221057388506559	0.0190690337490376	0	0.16035981491247	0.0322553202351647	0.0427610101339941	0.0111392916009207	0	0	0.0900012018630748	0	0.255292711712025	0.244490396573577	0.0710734851345198	0	0.00246148796841438	0.0017080598638261	0	0	0
TCGA-29-1693-01A-01R-1567-13	0	0.00119100048963591	0	0.0503242027349474	0	0.202800852739354	0	0.0415394130541391	0.019075630882643	0	0	0.0470265589879162	0.0366006445456332	0.126210552523142	0.107319624780868	0.148943379369543	0	0.172868275960045	0.0412399451239126	0	0	0.00485991880822057
TCGA-13-0893-01B-01R-1565-13	0.0613177992938746	0	0	0.119069228750041	0	0.204978741328141	0.0604645035673492	0.0211031678542423	0.0884295040313815	0.00238857278412646	0.038836263226968	0.0234058517588908	0	0.0675409052428356	0.120714128744062	0.116616917841922	0	0.0308152228798705	0.0443191926962953	0	0	0
TCGA-23-1118-01A-01R-1564-13	0	0.0220906812861271	0	0.0953940228331004	0	0.162257807662848	0	0.0132836318430422	0.0459605365508282	0	0	0.0532057128982198	0.0128610307157298	0.185560612571606	0.126045975119953	0.130882648954073	0	0.120883013429022	0.0315743261354514	0	0	0
TCGA-29-1777-01A-01R-1567-13	0.0124175104416737	0	0.122599025899622	0.039981116595837	0	0.223134130131693	0	0.0555322185175722	0	0	0	0.0604986769059301	0.0085185396173165	0.0946226860535911	0.122100564136889	0.119295357216805	0.0372631519390801	0.0497294920307065	0.0163151677200871	0.00922285436142562	0.00281980979230006	0.0259496986394721
TCGA-25-1313-01A-01R-1565-13	0.00013250970573625	0	0.0171186396890168	0.0396689339022804	0	0.275088889403111	0	0.0380401043726628	0.00350193594591352	0	0	0.0741017803757367	0.0865053256961092	0	0.0749861691893815	0.299549205069663	0	0.0564640502999752	0.0197079433466993	0	0	0.015134513003715
TCGA-13-1497-01A-01R-1565-13	0.00132932890124544	0	0.231301075342446	0.0288429129777689	0	0.250652798283814	0	0.0507535802799463	0.0106044708042015	0	0	0.00905991614186692	0	0.109308972285602	0.113436449421982	0.14601645616678	0	0.013963264904359	0	0.0344086375294401	0	0.000322136960547649
TCGA-13-1512-01A-01R-1565-13	0.000733719515922647	0.0353701545378177	0.0223528401910408	0.0864130418178985	0	0.0935435214232734	0	0.0219416387152662	0.0739417166732124	0	0.0120773276610028	0.0191363000541053	0	0.343829449074538	0.155040881901754	0.110150176468291	0.0189092992353056	0	0	0.00655993273057122	0	0
TCGA-61-2009-01A-01R-1568-13	0	0	0.00217954779490812	0.024627626222859	0	0.234314411551556	0	0	0.0122966203801315	0.0467909585872043	0	0.00651746034709304	0.000367869724958699	0.105349357446666	0.113067717798	0.362059035269959	0.0692171878539602	0	0.0232122070227039	0	0	0
TCGA-29-A5NZ-01A-11R-A406-31	0	0	0.0202390341269864	0.0352563179746834	0	0.300762685877407	0	0	0.0161011689721306	0	0.035976643354196	0	0.00322635470597231	0.375992905582189	0.052025486297075	0.0843854807847047	0.0213131611084814	0.0417736227186655	0	0.0129471384975094	0	0
TCGA-24-1850-01A-01R-1567-13	0	1.60580645040439e-05	0.0665165740694744	0.154568450729687	0	0.136082771366599	0	0.0348260113583121	0.0776544572752185	0	0	0.0412024249924872	0.00872759613836808	0.0663410563033547	0.142925311334248	0.261229820078923	0	0	0	0.00135931780747169	0	0.00855015048135297
TCGA-24-2262-01A-01R-1568-13	0.0543305792609334	0	0.0809242197906376	0.103473147487582	0	0.143637913307522	0	0.0435711544051808	0.0733638762486891	0	0.0488172029571277	0	0.00762375949777541	0.196351002460147	0.120816549314663	0.0694705805783658	0.00431716638493644	0	0	0.0441884680338148	0	0.0091143802726245
TCGA-61-2008-02A-01R-1568-13	0.0175932301553757	0	0	0.189749996098712	0	0.106629519310271	0.051804768537934	0.0588905605847605	0.0663359648852569	0	0	0.0812635832751939	0	0.11061615681528	0.0615095413664643	0.175479107110364	0.0330822649049104	0	0.0470453069554769	0	0	0
TCGA-29-1785-01A-01R-1567-13	0.0144761755572366	0	0	0.200300795788338	0	0.113830662893059	0	0.0241225883674253	0.134148255473587	0	0	0.100915500287975	0.052183870326615	0	0.125599140839364	0.200159348813299	0	0	0.0295638869497417	0	0	0.00469977470336012
TCGA-59-2352-01A-01R-1569-13	0	0	0.220537543360522	0.0597375464673029	0	0.062142482805664	0	0.0441081537960164	0.0517229046521626	0	0	0.0838620762237094	0	0.254642142853806	0.0890947585063551	0.0716475838938876	0	0.0364029486709856	0.0261018587695889	0	0	0
TCGA-13-0905-01B-01R-1565-13	0	0.00784061324546428	0.00485171379746947	0	0	0.185839272613044	0	0.0699396172220554	0.0716573799350773	0.00885203459338218	0	0.0386003891489358	0	0.338777997013227	0.0872309847029906	0.0944275131020457	0	0.0864412293381879	0.00095439043734494	0	0	0.00458686485077558
TCGA-13-1507-01A-01R-1565-13	0.00230373074385634	0	0.190972099189588	0.0916165014237053	0	0.134095539601266	0.0237816296946435	0.0444029986706859	0.00638905473787415	0.0147818047208543	0	0.0844775569727675	0.0315468958799919	0.0633021978380413	0.133371504008572	0.152104762445503	0.0157442900470413	0	0	0.00105265666831704	0.00594192207023343	0.00411485528706042
TCGA-24-1422-01A-01R-1565-13	0.0416429903196606	0	0.00406409567887646	0.0700925321480471	0	0.188514111722258	0.012666613690254	0.0212580417332051	0.0548339734994614	0	0.0377501863605472	0.0577731656402475	0.0985127298968881	0.0875964672482175	0.0449242269747051	0.263033923025428	0.00120538632371934	0	0	0.0161315557384847	0	0
TCGA-61-2012-01A-01R-1568-13	0	0	0.176264356367971	0.100075037175055	0	0.0996942350066269	0.00128854034772285	0.0260402391266158	0.06183300415621	0	0	0.00125275858400522	0	0.265405711155475	0.117940902278273	0.0768268609403795	0	0	0	0.0538091585373706	0	0.0195691963242942
TCGA-25-2393-01A-01R-1569-13	0.0761511760277254	0	0	0.0777005604225298	0	0.136295710958379	0.000827226672687647	0.0194384612647205	0.0190531125388922	0	0.0167950633547848	0	0.00491607255376872	0.353784012600903	0.0674251417170837	0.131058278574144	0.00486821573811123	0	0	0.0427986411016987	0.0265676321021042	0.0223206943724666
TCGA-24-1428-01A-01R-1564-13	0	0	0.0780948343362721	0.0264466068382891	0	0.106724069846916	0	0.0155470580455101	0.0838106563030098	0	0	0.0532067971013873	0.0141760739686333	0.404339722197777	0.0687017007709471	0.132643569587481	0	0.0163089110037772	0	0	0	0
TCGA-24-1435-01A-01R-1566-13	0	0.00278234729969145	0	0.0785752752341627	0	0.186240439078146	0	0.00794642501892583	0.044844344215199	0	0	0.0331285074213847	0.016672292179998	0.152973281261639	0.18937517085211	0.249045761695629	0.00830591429954809	0.00185317751017563	0.0254835944877248	0	0	0.00277346944566615
TCGA-09-2051-01A-01R-1568-13	0.0522715343597493	0	0.00938571047711881	0.0167260523484872	0	0.253926235139837	0	0.0682420304720921	0.0484651109362038	0	0.0435123779923854	0.0105612037318436	0.0753927236394276	0.0398899222377034	0.0650713667919873	0.167775051289099	0	0.124429467276036	0.0199197503967632	0	0	0.00443146291126653
TCGA-30-1718-01A-01R-1567-13	0.0445587744344088	0	0.098567899911857	0.0813077400226759	0	0.220059340097506	0	0.0490661251651144	0.0420474485092794	0	0	0.0372475101822465	0.0203407666172088	0.0886256783821302	0.0742075148026876	0.174272739763138	0	0.0431276478855966	0.0152583877108785	0	0	0.0113124265152716
TCGA-24-1104-01A-01R-1565-13	0.0456248916788428	0	0.0607501089827527	0.125620813755655	0	0.256256445385181	0	0.0500978908232358	0.0778543795420148	0	0	0.0666007859689804	0.068884629483776	0	0.0632964532829448	0.142777568941466	0	0	0	0.0422360321551514	0	0
TCGA-13-1483-01A-01R-1565-13	0.01120972907216	0	0	0.0484334423035809	0	0.207108061594688	0	0.0263400269946076	0.0615039463550921	0	0	0.0326214965482543	0.0294339773976487	0.27240273278574	0.027390536483147	0.113333375418182	0	0.140459341842201	0	0.0297633332046983	0	0
TCGA-13-1410-01A-01R-1565-13	0.0359093800765359	0	0.0457341889950651	0.00501019691144135	0	0.235254526755193	0	0.070769378536137	0.0317958082950724	0.0202745623199019	0	0.0205040507549004	0	0.123165588956617	0.146690165674074	0.164276169602481	0	0.0729715534380484	0	0.0276444296845328	0	0
TCGA-24-1846-01A-01R-1567-13	0.0327853866553351	0	0.00346598130330526	0.0539338045675294	0	0.140735161020449	0	0.00715382914141569	0.0950659534582047	0	0	0.0722141675886024	0.00152107797738475	0.352890191111046	0.082466950745598	0.134925559084055	0	0	0.022841937347074	0	0	0
TCGA-20-0991-01A-01R-1564-13	0	0.0324491571359249	0.106911527328096	0.141383010118642	0	0.102273940947103	0.0307618507324289	0.0194579247934619	0.0441994080571109	0	0	0.0763939019403194	0.0106933175551298	0.157022043131055	0.0679431473901776	0.190157241748509	0.00857718519642554	0	0	0	0	0.0117763439256158
TCGA-23-2078-01A-01R-1568-13	0.121124313392188	0	0.0291282512963754	0.14410848533602	0	0.207906537661057	0	0.0126976185410214	0.131733671495471	0	0.00511322014217176	0.0230094754946576	0.0200818771202541	0.03273987068489	0.149143611220597	0.108733036582004	0	0	0.0144800310332919	0	0	0
TCGA-13-1496-01A-01R-1565-13	0	0.105058458363454	0.0673960640354687	0.0899277798660152	0	0.218719645357442	0.0259115199538241	0.0475737522511449	0.0205028791299395	0.0239389905404878	0	0.0303889184144166	0	0.0161645209621478	0.110579590730014	0.114857931329304	0	0.0851456664942204	0.0214108031495341	0	0	0.022423479422587
TCGA-59-A5PD-01A-11R-A406-31	0.0580227130126921	0	0.0598219613842302	0.0267673136318402	0	0.233705218664283	0.0162077213960202	0.0292741644788881	0.033071653665136	0	0	0.027497245113144	0.00174546223445798	0.345935137054755	0.0446385750602064	0.0950341895529763	0	0	0	0.0282786447513709	0	0
TCGA-61-1998-01A-01R-1568-13	0.00393303709916322	0	0.00120343140501797	0.00737175269704158	0	0.102747167611764	0	0.0245332995727312	0.0539815548880592	0	0	0.0659372333823294	0	0.502918777202792	0.0159765976381688	0.206015589074978	0.00834187321489013	0	0.00398431990553918	0	0	0.00305536630752549
TCGA-29-1784-01A-02R-1567-13	0	0.0182131279886878	0.165559356237565	0.0230088088121461	0	0.199030486086011	0	0.00972295490205739	0.0520257164679885	0.00219595300299487	0	0.0322365848385382	0.0168109047103377	0.0904100355015748	0.106427154730078	0.220696493509051	0.0117217081358652	0	0.0513475721954336	0	0	0.00059314288167061
TCGA-13-0887-01A-01R-1564-13	0.000718278978281565	0.00316182388994495	0.0228377420740106	0.0147324638640987	0	0.260027546664582	0	0.086498560225021	0.013290990606959	0	0	0.0635074840659828	0.0118629184817835	0.0896886077019278	0.0670376844703875	0.170468403120161	0	0.146610812496593	0	0.0486790127119402	0.000877670648326315	0
TCGA-61-1907-01A-01R-1567-13	0.0269763448720081	0	0.0818350636701897	0.131748064038114	0	0.177083833315619	0	0.0128977043684973	0.0811303928457578	0	0	0.0246986046078577	0.0221321375501383	0.145585544540607	0.0569065015651606	0.181186510983184	0	0.0379810811700806	0	0.0178838607255653	0	0.00195435574722118
TCGA-13-0885-01A-02R-1569-13	0	0.0156497098012545	0	0.214202963168581	0	0.102168413658258	0.0169812646566848	0.0164151604310859	0.106344005795026	0	0	0.0500233782952728	0.00485376630171035	0.0338652500710864	0.134131239964707	0.242659878096473	0.016326530245847	0	0.0463784395140133	0	0	0
TCGA-13-1499-01A-01R-1565-13	0.0548831417491922	0.016939433184071	0.0787852502710186	0.152873348990057	0	0.149323905509841	0.000982976806938126	0.0411453454012915	0.122186469153253	0	0	0.0752159137546739	0.0346572053403107	0.0806779052943039	0.0897354824079039	0.0677251917723033	0	0.0048848491144477	0.0299835812503933	0	0	0
TCGA-09-0369-01A-01R-1564-13	0.0134206976775818	0	0.00112014007163817	0	0	0.152127457446427	0	0.00103216674195371	0.0769868163973667	0	0.0348535762111641	0	0	0.423882551419152	0.0228708883450736	0.268740199361985	0	0	0	0.00496550632765756	0	0
TCGA-23-1123-01A-01R-1565-13	0.0126325907999069	0	0.0272437940799071	0.133766845174973	0	0.206666062001903	0.00359664817164711	0.0546107130222166	0.0301488719733692	0	0.0281803504194166	0.000206841035646912	0.0338721952344265	0.115728799153739	0.114050715810299	0.220090004426817	0	0.00840200716521439	0.0108035615305174	0	0	0
TCGA-30-1857-01A-02R-1569-13	0	0.0105980762198818	0	0.0933342925230973	0	0.192667226882595	0	0.00843760233090473	0.0847317054957663	0	0	0.0308100891847283	0.0135968711896056	0.280451368033016	0.0919928929433011	0.142132853204983	0.0216706802435075	0	0.0295763417486127	0	0	0
TCGA-61-1737-01A-01R-1567-13	0	0.0062548452107426	0	0.031299957679499	0	0.241672169197664	0	0.025456728009001	0.0373333743920067	0	0	0.0220353690937286	0	0.269105419974463	0.0772085875635936	0.229100915361751	0.0351401104804304	0.000936110424833532	0	0.0244564126122874	0	0
TCGA-20-1682-01A-01R-1564-13	0.0826855077094238	0	0.0662300748908472	0.150169788794283	0	0.224358542511312	0.0896811976754148	0.01651164852019	0.0336801983542843	0	0	0.0131939865325988	0.0703545631914053	0.0646399309677583	0.0606001186656622	0.124791084309509	0	0.000665323774146436	0.00243803410316478	0	0	0
TCGA-24-0979-01A-01R-1565-13	0	0	0.0176852337625148	0.118109655534986	0	0.258684529692009	0	0.0676570787472186	0.00387315517529558	0	0	0.0516509538252529	0.0413792458721296	0.151710600726555	0.0846450414374522	0.021252677779095	0	0.0710373987457005	0.102244326205605	0	0.0100701024961849	0
TCGA-24-1845-01A-01R-1567-13	0	0	0.00647203599770271	0	0	0.224543062015526	0	0.0323418601815359	0.0175020970241439	0	0.0236567932473974	0.011785519907477	0.0474581901142545	0.27493214343836	0.107799445011246	0.124264295879646	0	0.0959221539762637	0	0.0276300064005207	0	0.00569239680592608
TCGA-24-2035-01A-01R-1568-13	0.0494696392546151	0	0.01874393522504	0.0650762637372287	0	0.194231354152311	0	0.0339557132401431	0.0286189172238205	0	0	0.0462651068373366	0.0792301693485626	0	0.0897972662159226	0.3055570843986	0.0223460826577561	0	0.0446960932474244	0	0	0.0220123744612393
TCGA-24-1417-01A-01R-1565-13	0	0.0393246641273913	0.011590735373496	0	0	0.254315994632135	0	0.0265425979246819	0.0293728574981026	0	0	0.0510081626913825	0.00209105854806122	0.196732374516875	0.0854554800716902	0.214296436678659	0	0.0459406126681113	0.0433290252694133	0	0	0
TCGA-24-2290-01A-01R-1568-13	0.000582376459307677	0.00463272391259032	0	0.0172729987599521	0	0.211827835768396	0	0.0164574758163286	0.0723891093148889	0	0.014344481170481	0.00071350439603655	0.0587772850572057	0.173407177474587	0.0879112676738131	0.222030991995338	0	0.0397660548622653	0	0.0696187718769632	0	0.0102679454618471
