id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-24-2281-01A-01R-1568-13	0.0115260471451387	0	0.0236117543670551	0.0683349308430069	0	0.132161633131324	0.0156944736907983	0.00544269068530303	0.0844419908976016	0	0	0.0366313636029271	0.0262886750336075	0.379973607671726	0.0560360473962845	0.15727532602749	0.00258145950773749	0	0	0	0	0
TCGA-09-0367-01A-01R-1564-13	0	0.0329109605648627	0.00169898310045618	0.0610191275362966	0	0.237016984165714	0	0.0208835979403832	0.0527232842549554	0	0	0.0828642414192582	0.0385495723226446	0.133290283026333	0.0805330007620892	0.15520131911358	0.0791677136031104	0	0	0.0241409321903175	0	0
TCGA-25-1320-01A-01R-1565-13	0.0269686218516754	0	0.0124299153286576	0.0475685380232015	0	0.188070851367869	0	0.00988521113824498	0.0387355727834343	0	0	0.062328380368478	0.00691507153783979	0.277258965832457	0.0410019590723264	0.153062347205932	0.0712357407523902	0.00748759796224276	0	0.0499294630040605	0	0.00712176377119103
TCGA-24-1434-01A-01R-1566-13	0.0189972411298958	0	0	0.0258488025432398	0	0.254340420209508	0	0.0297665206214758	0.0330002537989086	0	0	0.0545241576907067	0.126413231077183	0.0322244258326022	0.0971787242405915	0.205871435585532	0	0	0	0.105137191692155	0.0166975955782015	0
TCGA-13-0908-01B-01R-1565-13	0.0397574660181252	0	0.0174942292296695	0.0320886174410497	0	0.228390981858478	0.0192533199340109	0.072143333541568	0.0476237443229773	0	0	0.0363488401608722	0.0386791228912811	0.163271308430829	0.0965881975910493	0.190776731687192	0.00314302070212625	0	0.0144410861907721	0	0	0
TCGA-13-0913-02A-01R-1564-13	0.00940396665888404	0.0375185846474763	0.0284988793645866	0.210865006954492	0	0.0920315647410873	0.037939131413917	0.0652897281512052	0.0523668774121324	0.0151334822077239	0	0.0470296572670327	0.000637598778836001	0.0714539920310565	0.131276623174454	0.107398111543651	0.0696576594742207	0.0153596385947693	0.008139497584475	0	0	0
TCGA-13-1511-01A-01R-1565-13	0.016959174932394	0	0.0250997007342773	0.042029779039698	0	0.187630726828551	0	0.00797964531933099	0.0591364241867251	0	0	0.0856529435640981	0.0113945776227091	0.147259535771907	0.118474643308395	0.159698237927671	0	0.124926712157958	0.0137578986062861	0	0	0
TCGA-24-1413-01A-01R-1565-13	0	0.000581219317036694	0.0693469861932698	0	0	0.168726546921368	0	0.122085323428974	0.0278315960686559	0	0	0.0462775827311901	0.0181176615886077	0.158936369359493	0.0413190416914162	0.154303688692195	0	0.162330301621384	0	0	0.0141459182394785	0.0159977641469302
TCGA-13-0714-01A-01R-1564-13	0.0423235104055493	0.0250220958170424	0.00567860749389861	0.169094842814411	0	0.199209208124337	0	0.00786324229258232	0.093061852966169	0	0	0.0800036246063901	0.021856214360438	0.131687459759373	0.0568035504368965	0.119131541131631	0	0	0.0482642497912811	0	0	0
TCGA-24-1464-01A-01R-1566-13	0	0	0.0118901856755642	0.278832502177385	0	0.191507957344935	0	0.0537560309904459	0.0924345162639542	0	0	0.113120908247728	0.0326219667484634	0	0.0601961219085912	0.165639810642933	0	0	0	0	0	0
TCGA-13-0897-01A-01R-1564-13	0.00043621844576292	0	0	0.105059663475929	0	0.12597662488874	0.00519760591919839	0.043232556566142	0.106536101752098	0	0	0.106839906376793	0	0.0856674129959263	0.136173441483926	0.195414053244133	0.00633096813378848	0.0333566059275792	0.049778840789985	0	0	0
TCGA-09-0366-01A-01R-1564-13	0.0179237768949206	0	0	0.0556440563958898	0	0.102140257195054	0	0.0170393159044532	0.0272844417050276	0	0	0.0471413152674101	0.354335726417927	0	0.0117260450320311	0.329213078029165	0	0.0250266460041695	0	0.0118492621614435	0.000676078992508756	0
TCGA-61-1725-01A-01R-1567-13	0.0178578413656774	0	0.0267782376032136	0.106448644108517	0	0.231629970220071	0	0.0731474245241609	0.0188895079321529	0	0	0.0282262587539548	0.06240348824125	0.0473310572144112	0.148907933231696	0.208070148010041	0	0	0.00834401162690006	0	0	0.0219654771679549
TCGA-24-1562-01A-01R-1566-13	0	0.00375407469225358	0	0.0562263207950113	0	0.238158382165038	0	0	0.117889503026609	0	0	0.0802017799914707	0.00386682614994346	0.309619524073651	0.0383983197189482	0.0886317853921573	0.0425883888489031	0	0.020665095146014	0	0	0
TCGA-13-0916-01A-01R-1564-13	0.0680087093386513	0	0.146541507578983	0.143486716646742	0	0.0959070660931917	0	0.0497851554782118	0.0666294768718947	0	0.0159727901510233	0.0151147353775875	0	0.141474290756401	0.14952635708402	0.0911964869248123	0	0	0.0163567076984814	0	0	0
TCGA-25-1328-01A-01R-1565-13	0.0293092742885817	0	0.0105386547662332	0.0417093776560946	0	0.195787340839743	0	0.00808950889941898	0.0561486486843976	0	0	0.0515708099075265	0.0467636015499725	0.266533289513206	0.0438993004611781	0.184837204897292	0.034318994467467	0	0.0304939940688878	0	0	0
TCGA-13-0766-01A-02R-1564-13	0.0626908722906312	0	0.00037714895857762	0.0711550737249197	0	0.156870507062813	0	0.0470699684396169	0.00903290885708231	0	0	0.0562419950330976	0.0792171466216949	0.136518024964867	0.0312055931404373	0.136618962530803	0	0.202180075349653	0.00993542095142526	0	0.000886302074381446	0
TCGA-13-0924-01A-01R-1564-13	0.0353450228713526	0	0.0769029460087096	0.142432372252533	0	0.120832115390931	0	0.0667029410136628	0.0780179281305727	0	0	0.0661254262540356	0.0213057905146635	0.0730298798424927	0.117685289254413	0.153549886153166	0.00655411516744555	0	0	0.0415162871460222	0	0
TCGA-09-2053-01C-01R-1568-13	0.0537271277840432	0	0.13349391924031	0.085360255998104	0	0.168962906389608	0	0.0331427912876478	0.0261096911411816	0	0	0.0572550824341923	0	0.199616675778879	0.0801692672695572	0.162162282676476	0	0	0	0	0	0
TCGA-61-2000-01A-01R-1568-13	0.039498184553029	0	0.00189253056565852	0.0384175700468384	0	0.293563162253022	0	0.0355935750777195	0.0251252858810937	0	0	0.163106705708201	0.0626365237896637	0.117473046644276	0.0418323145076483	0.0999919757726998	0.0394726896758588	0.0295529525329308	0	0.000814830081960575	0	0.0110286529093995
TCGA-29-1768-01A-01R-1567-13	0.0320223946344071	0	0.0553380319945231	0.119887790023999	0	0.25118575960406	0	0.0261325397130232	0.00693440152557322	0	0	0.0676582588924226	0.0251815122379324	0.073574439708026	0.107435701465075	0.176169785409794	0.011715455326343	0	0.0437304193070199	0	0	0.00303351015780294
TCGA-24-1565-01A-01R-1566-13	0.0546757336946892	0	0.0517595208604662	0.152333229065002	0	0.14523384294217	0	0.0157984436991079	0.115504786949536	0	0	0.0521709423361551	0.0528579358619346	0	0.0156300920747027	0.294305396458103	0	0.0155923257217868	0.0143178824613083	0	0	0.0198198678750382
TCGA-23-1030-01A-02R-1564-13	0.0275976531821576	0	0	0.0363970186298074	0	0.192780405886093	0	0	0.0880978313226812	0	0.00261926136807931	0.0294532442658871	0.0138322124217469	0.426973842087063	0.0718717262291094	0.110376804607375	0	0	0	0	0	0
TCGA-61-2111-01A-01R-1568-13	0.077108422200108	0	0.0248358929099566	0.0752833801633083	0	0.212192426285012	0	0.00859974842933912	0.0968853082577057	0	0	0.0400008693377201	0.0129919616799839	0.112597140716766	0.0473290189120333	0.215089197975103	0.0390149057445638	0	0.0348792062294947	0	0	0.00319252115890562
TCGA-25-2396-01A-01R-1569-13	0.0159115941142772	0	0.0312271506884665	0.13827231486197	0	0.218918717024361	0	0.0308809553678073	0.0819022453787445	0	0	0.106172739035121	0.0270103830078261	0.0266376832783198	0.11646067964558	0.173184514710479	0	0	0.0155089512862726	0	0	0.0179120716007754
TCGA-61-2002-01A-01R-1568-13	0.00750525627702039	0.000255179993199253	0	0.129114898607961	0	0.177606718207331	0.00490920584323406	0.0226562484176544	0.108650675296153	0	0	0.116112333213266	0.0279489391533403	0.0982505132531882	0.102249390906166	0.109133305780328	0.0230006792304113	0	0.0609181792559549	0	0	0.0116884765647928
TCGA-13-0768-01A-01R-1569-13	0.0241832721505168	0	0.0393105179340445	0.278137043505613	0	0.0945793629285848	0.125627056404808	0.0021580599993924	0.0915128918745505	0	0	0.0169440707831588	0.0510291146361468	0.0459072159673845	0.102654320718197	0.109081860428901	0.00324443266319769	0	0.0156307800055045	0	0	0
TCGA-29-1710-01A-02R-1567-13	0.0217691546840653	0	0.0638133443413751	0.0586782541038813	0	0.200455651566116	0	0.0230007160238465	0.116286586046512	0	0	0.0994745034305861	0.0225211148108271	0.0722941412472583	0.0536810946541966	0.187160655519012	0.0553200966120374	0	0.0240235182567265	0	0	0.0015211687035598
TCGA-29-1701-01A-01R-1567-13	0.010176227848937	0	0.0907631174975952	0.103796495362279	0	0.170893735470302	0.0188334670813125	0.0753285744061361	0.0111493867528106	0.0185703965195498	0	0.0369305511860558	0.0471334998667461	0.0318182922609827	0.108230359036428	0.24135318600764	0.000451260976486629	0	0	0.0177718757133395	0.00969048878538046	0.0071090852280193
TCGA-57-1994-01A-01R-1568-13	0.0278302759341178	0	0.0461995106583201	0.1663486324552	0	0.170181234960295	0	0.031099018976317	0.0975796148178355	0	0	0.0386582746626698	0	0.200915592579637	0.0713557521751317	0.145335496647386	0	0	0.00422405269796919	0	0	0.000272543435120772
TCGA-24-1842-01A-01R-1567-13	0.0132236193892692	0	0	0.110154020371458	0	0.17000191422554	0	0.0395639856461809	0.0623797939359644	0	0	0.0865334190649518	0	0.276852067923702	0.085061020355606	0.120770648785462	0.00295951411278334	0	0.0308891117474079	0	0	0.00161088444167589
TCGA-25-2409-01A-01R-1569-13	0.0137797909162831	0	0.0188099367655638	0.0271383123823867	0	0.176141978600796	0	0.00567381209572073	0.0849740099709496	0	0.0661874658735168	0.037150143428309	0.0872412919609672	0.0184530398081649	0.11607460591753	0.288184796564321	0	0.0269007882510063	0.0332900274644852	0	0	0
TCGA-61-1995-01A-01R-1568-13	0	0.00561113245916202	0	0.065619034452492	0	0.301687919364698	0	0	0.097568452130491	0	0	0.0281295242977273	0.0291188189580231	0.118006543761529	0.0592641962340047	0.274582744138623	0.00294881187981501	0	0.0174628223234351	0	0	0
TCGA-13-0911-01A-01R-1564-13	0	0.0384779918174481	0	0.0420082838451176	0	0.0454246529744645	0	0.0157065368448036	0.0719878247441584	0	0	0.0396772845706205	0.00613543826001266	0.513342796074685	0.0755948748732698	0.126996878460695	0.023067485018478	0	0.00157995251624699	0	0	0
TCGA-59-2350-01A-01R-1569-13	0	0.00221998896094023	0	0	0	0.216307306644429	0	0.0604045405442778	0.0470863907162407	0	0	0.0190479515998735	0	0.339284354505341	0.0727453675112603	0.143034766530785	0	0.094990829223119	0	0.00487850376373338	0	0
TCGA-24-1469-01A-01R-1566-13	0.0536923296780982	0	0.0667423957014418	0.0277889189266176	0	0.185119904369233	0	0.0505316737333036	0.0574366315863641	0	0	0.0347082537549214	0	0.326620570068158	0.0801213998321788	0.117237922349684	0	0	0	0	0	0
TCGA-24-1427-01A-01R-1565-13	0	0	0.112582926446965	0.160884904233674	0	0.23750048524654	0	0.0198053442968743	0.0624837248105462	0	0	0.00426945326935762	0.126286224554534	0.0156375289517266	0.0602775503184201	0.169235120337672	0.00722330901640477	0.00343969086674549	0.0160208103911817	0	0	0.00435292725935783
TCGA-09-2044-01B-01R-1568-13	0.0287251903203947	0.00991615827134405	0.0305059699922874	0.0927280187505815	0	0.0996771210446002	0	0.0420632189001162	0.0556761571522768	0	0	0.0642636980252398	0.127345899459982	0.0962915735173104	0.0704648722687034	0.258391887204753	0	0.00886932822334722	0	0	0	0.015080906869063
TCGA-61-2102-01A-01R-1568-13	0.00272907389847553	0	0.00496634411858985	0	0	0.143264023545936	0	0.00181577795162695	0.043470136017814	0	0.0382565907326464	0.00623143276102567	0	0.451908884603506	0.00576089309808513	0.262260782540951	0	0	0.039336060731343	0	0	0
TCGA-04-1343-01A-01R-1564-13	0.0436128129094969	0	0.22744616490146	0.099468250545541	0	0.183301410541552	0	0.0137328216537853	0.0341536787938494	0	0	0.053584911997503	0.0273437518167164	0.0264302224761569	0.100474287816672	0.119453222864008	0	0	0	0.0709984636832597	0	0
TCGA-23-2077-01A-01R-1568-13	0.000677251052670934	0	0	0.068907531534242	0	0.174981881985045	0	0.0418728769229263	0.099691108236264	0	0	0.00266721532475434	0.0160249380260023	0.180641295892044	0.0670184378102939	0.289669645715459	0.0101621939656822	0	0.047685623534615	0	0	0
TCGA-29-1695-01A-01R-1567-13	0	0.00256963941880608	0	0.0164090386737228	0	0.113283016067614	0	0.0132360854831132	0.0373468772144575	0	0	0.0286951442232876	0	0.517452148440251	0.0681577042767366	0.177952678642285	0	0	0	0.0248976675597263	0	0
TCGA-31-1959-01A-01R-1568-13	0.00458459433064224	0.0124326290558099	0	0.0573772050707489	0	0.247186867214948	0	0.0419287897016054	0.0535488309027819	0	0	0.0240733124144098	0.0526433711691676	0.135094644993839	0.0443875083679583	0.270142113339681	0.00828314130857284	0.0316369162992384	0	0	0	0.0166800758305965
TCGA-29-1761-01A-01R-1567-13	0.0335959857970459	0	0.00358087604323225	0.154608126375286	0	0.124461828644311	0	0.0229333680330833	0.04250831224677	0	0	0.00490120324979375	0	0.272107087540716	0.110539674816857	0.210518940213326	0	0	0.0080396168634584	0	0	0.012204980176121
TCGA-30-1891-01A-01R-1568-13	0.0380005009348329	0	0.065470116245836	0.13462177930135	0	0.201052572645197	0.000102143853303651	0	0.0390215893271545	0	0	0.0199992248904651	0.0157675610076794	0.206314286804089	0.0743666394403322	0.155648957778425	0	0	0.023982342770471	0.00541681431883668	0	0.0202354706820276
TCGA-25-2401-01A-01R-1569-13	0.00584033993174111	0	0	0.0298754343048609	0	0.206456357729133	0	0.0429088694347893	0.0453081687240215	0	0	0.0305139378152877	0.132252943897475	0.0965962248678453	0.123532973065985	0.265653327921703	0.00172705469956536	0.0192085485499268	0	0	0	0.000125819057665828
