date,JAN,Decile 1 Portfolio Excess Return,Decile 2 Portfolio Excess Return,Decile 3 Portfolio Excess Return,Decile 4 Portfolio Excess Return,Decile 5 Portfolio Excess Return,Decile 6 Portfolio Excess Return,Decile 7 Portfolio Excess Return,Decile 8 Portfolio Excess Return,Decile 9 Portfolio Excess Return,Decile 10 Portfolio Excess Return,NoDur Excess return,Durbl Excess return,Manuf Excess return,Enrgy Excess return,Chems Excess return,BusEq Excess return,Telcm Excess return,Utils Excess return,Shops Excess return,Hlth  Excess return,Money Excess return,Other Excess return,LT Gov Bonds excess return,LT Corp Bonds excess return,6month excess return,XEW,HB3,JUNK,DIV,TB1,XVW,PREM,delta slope,UI,CGNON,REALTB
03/1976,0,-0.031486325,0.005554675,0.013807675,0.007584675,0.009733675,0.014050675,0.006651675,0.014504675,0.004966675,0.034659675,0.003143675,0.032243675,0.013643675,0.068643675,-0.018656325,0.026843675,0.001843675,0.010143675,0.030543675,0.061143675,0.028443675,0.003643675,0.012502675,0.012643675,0.001369675,-0.019056804,0.000156,0.001283333,0.00301221,0.004056325,0.025608675,-0.015259,-2.50E-05,0.005937467,0.013,0.002552
04/1976,0,-0.042744804,-0.036974804,-0.022098804,-0.020508804,-0.014180804,-0.008863804,-0.016993804,-0.014508804,-0.015867804,-0.014391804,-0.021104804,0.014895196,-0.022004804,0.017195196,-0.008904804,-0.038604804,0.013195196,0.002495196,-0.050504804,-0.047104804,-0.029804804,-0.010404804,-0.002159804,-0.005504804,-0.002071804,-0.022975222,-0.001128,0.001066667,0.00304403,0.004004804,-0.014917804,0.007655,0,0.00260938,-0.007,0.000862
05/1976,0,-0.048129222,-0.032946222,-0.021444222,-0.025954222,-0.023135222,-0.019046222,-0.014571222,-0.019350222,-0.012353222,-0.011798222,-0.026195222,-0.036195222,-0.012395222,0.050504778,-0.025895222,0.000904778,-0.033895222,-0.018195222,-0.060895222,-0.032495222,-0.026095222,-0.016695222,-0.020225222,-0.014695222,0.001633778,0.04395507,0.001007,0.001058333,0.003037001,0.004395222,-0.013440222,-0.00397,-0.000208333,0.003505674,0.015,-0.003006
06/1976,0,0.02534807,0.04702507,0.04187907,0.03520007,0.05740107,0.05283707,0.05722607,0.05962407,0.04593007,0.03900407,0.03202707,0.03812707,0.04402707,0.04622707,0.01632707,0.07782707,0.03132707,0.03822707,0.00932707,0.03212707,0.06022707,0.04022707,0.01629207,0.01052707,0.00222507,-0.004237425,0.000724,0.00105,0.002967051,0.00447293,0.04306507,0.004135,0.000125,0.00182187,-0.003,-0.000864
07/1976,0,-0.006706425,0.002551575,-0.002165425,-0.008741425,-0.004661425,-0.003877425,-0.012917425,-0.011047425,-0.014994425,-0.011798425,0.010897575,-0.015002425,-0.024802425,-0.010902425,-0.018802425,-0.026602425,0.008097575,0.023897575,-0.026502425,-0.008102425,0.007597575,-0.017502425,0.003482575,0.010597575,0.001297575,-0.017523709,0.000146,0.000991667,0.002992901,0.004302425,-0.011705425,0.004715,2.50E-05,0.032500276,0.004,-0.000892
08/1976,0,-0.033769709,-0.031809709,-0.017503709,-0.019195709,-0.025255709,-0.020600709,-0.009956709,-0.017171709,-0.007041709,0.001231291,-0.006963709,-0.018363709,-0.016063709,-0.012863709,-0.027663709,-0.012563709,0.043236291,0.025236291,0.025736291,0.017636291,-0.005563709,-0.025863709,0.017084291,0.019036291,0.000904291,0.017722231,0.000481,0.00085,0.00293049,0.004063709,-0.003587709,-0.006648,-1.00E-04,-0.01579641,0.001,-0.000509
09/1976,0,0.003766231,0.010843231,0.022801231,0.029631231,0.024291231,0.024782231,0.018251231,0.022268231,0.015418231,0.022601231,0.011014231,0.040914231,0.007014231,0.055514231,0.000314231,0.024614231,0.011814231,0.036714231,-0.000585769,0.031914231,0.000914231,0.009614231,0.010216231,0.012414231,0.001533231,-0.028015852,0.000657,0.000808333,0.003025842,0.004285769,0.021420231,0.000698,-1.67E-05,0.016999619,0.007,0.00044
10/1976,0,-0.029111852,-0.025403852,-0.024771852,-0.031826852,-0.030398852,-0.027212852,-0.033614852,-0.030383852,-0.025305852,-0.023773852,-0.020013852,-0.015813852,-0.044813852,-0.028113852,-0.028113852,-0.048613852,0.008686148,-0.012413852,-0.013113852,-0.041513852,0.002286148,-0.020213852,0.004372148,0.002986148,0.002366148,0.030492945,0.000751,0.000816667,0.003038538,0.004013852,-0.025262852,0.004114,4.17E-05,-0.004651311,-0.002,-0.001116
11/1976,0,0.027940945,0.041340945,0.038814945,0.046331945,0.035572945,0.036918945,0.034701945,0.034546945,0.018600945,-0.012446055,0.013817945,-0.011182055,0.005817945,0.004917945,-0.040782055,0.012417945,0.027817945,0.027917945,0.045317945,-0.100582055,0.013317945,0.020517945,0.030174945,0.028217945,0.000621945,0.090082405,0.000471,0.00095,0.002929004,0.003682055,0.001244945,-0.022457,-1.67E-05,0.001922824,0.009,0.002713
12/1976,0,0.130171405,0.112271405,0.088805405,0.078192405,0.089999405,0.075720405,0.074071405,0.070117405,0.069401405,0.044299405,0.048810405,0.093410405,0.050410405,0.059110405,0.074010405,0.033710405,0.031010405,0.061710405,0.019610405,0.059010405,0.085410405,0.074610405,0.029133405,0.031110405,-0.001668595,-0.004580904,-0.000181,0.000933333,0.002957073,0.003589595,0.054458405,-0.004623,5.83E-05,-0.003752618,-0.002,0.000131
01/1977,1,0.024680096,0.034546096,0.024192096,0.018788096,0.017309096,-0.006397904,-0.017268904,-0.034579904,-0.044125904,-0.052411904,-0.044651904,-0.045251904,-0.058751904,-0.001351904,-0.068951904,-0.043251904,-0.002851904,0.004148096,-0.073751904,-0.092051904,-0.049651904,-0.040451904,-0.042631904,-0.034151904,0.001041096,-0.020167542,0.000501,0.0009,0.003041807,0.003851904,-0.043534904,0.02948,0.000108333,0.011455733,-0.005,-0.001561
02/1977,0,-0.020619542,-0.021356542,-0.014871542,-0.010417542,-0.018263542,-0.023951542,-0.025815542,-0.025388542,-0.027262542,-0.018254542,-0.017775542,-0.038675542,-0.009875542,-0.033275542,-0.013175542,-0.010575542,0.005924458,-0.037775542,-0.022475542,-0.005875542,-0.019975542,-0.022575542,-0.008695542,-0.005775542,0.001317458,0.000222626,0.000688,0.00085,0.00305666,0.003775542,-0.020554542,0.01642,0.000116667,0.006236391,-0.005,-0.006757
03/1977,0,0.018316626,0.015933626,-0.006555374,-0.001751374,-0.001546374,-0.000675374,-0.005604374,0.000210626,-0.006463374,-0.020691374,-0.017752374,-0.037552374,-0.001952374,-0.024652374,-0.012352374,-0.004852374,-0.014152374,-0.002352374,-0.030952374,-0.021752374,-0.008952374,-0.000452374,0.005256626,0.005547626,2.63E-06,0.012170795,-0.000204,0.000858333,0.003124121,0.003852374,-0.014651374,-0.000509,-2.50E-05,0.013658478,0.006,-0.002999
04/1977,0,0.009209795,0.004835795,0.019386795,0.030443795,0.021007795,0.013117795,0.011847795,0.006383795,0.013481795,-0.006743205,0.001398795,0.028098795,0.007398795,0.021898795,-0.010001205,-0.039801205,0.002898795,0.015698795,-0.038101205,-0.055801205,0.019698795,0.015798795,0.003274795,0.006198795,-0.000595205,-0.009767901,-0.000062,0.0008,0.003152989,0.003801205,0.000110795,0.008324,-0.000275,0.00369338,0.001,-0.004289
05/1977,0,-0.003954901,-0.005099901,-0.013953901,-0.011981901,0.001077099,-0.008452901,-0.007064901,-0.015860901,-0.012066901,-0.019636901,-0.013681901,-0.009181901,-0.028581901,-0.008181901,-0.037481901,-0.018681901,0.010118099,0.012518099,-0.031781901,-0.022981901,-0.010181901,-0.015181901,0.008326099,0.006418099,0.000640099,0.058382562,0.000691,0.0008,0.003155739,0.004181901,-0.016568901,-0.005908,-0.0002,0.019101192,-0.006,-0.001145
06/1977,0,0.058876562,0.075711562,0.067408562,0.071109562,0.076789562,0.055536562,0.056086562,0.048840562,0.046326562,0.043803562,0.041124562,0.039024562,0.033124562,0.056424562,0.021924562,0.074124562,0.015424562,0.053024562,0.056024562,0.086224562,0.055724562,0.041924562,0.012250562,0.013324562,-0.001553438,-0.013020686,-0.000342,0.000775,0.003152029,0.004175438,0.047021562,0.013274,-0.0001,-0.013856993,0.011,-0.002917
07/1977,0,0.007940314,-0.009906686,-0.000863686,-0.021628686,-0.014626686,-0.018568686,-0.018481686,-0.026233686,-0.025810686,-0.018747686,0.007534314,-0.028865686,-0.044665686,-0.022965686,-0.027965686,-0.005265686,-0.013165686,0.004134314,-0.006465686,-0.026965686,-0.000165686,-0.017965686,-0.011575686,-0.005065686,0.000105314,-0.019698377,8.60E-05,0.0007,0.003256607,0.004565686,-0.020062686,0.01231,-0.000191667,0.011413984,-0.005,-0.001069
08/1977,0,-0.030076377,-0.017309377,-0.021094377,-0.014277377,-0.017294377,-0.014481377,-0.025134377,-0.025674377,-0.025645377,-0.016016377,-0.003566377,-0.013266377,-0.017266377,-0.061766377,-0.013166377,0.001333623,-0.027166377,-0.037066377,0.041833623,0.033333623,-0.016366377,-0.017866377,0.015239623,0.009033623,-0.000580377,0.001494605,-9.30E-05,0.000733333,0.003334026,0.004566377,-0.018743377,-0.018806,-0.000316667,0.003628719,0.003,0.001714
09/1977,0,-0.001397395,0.011819605,-0.003920395,0.010565605,0.004425605,0.007939605,-0.002283395,-0.000814395,-0.006249395,-0.006194395,-0.002356395,0.011043605,-0.017156395,0.002843605,-0.007956395,-0.023456395,0.029743605,0.015143605,-0.011356395,-0.013356395,-0.005356395,-0.006356395,-0.007806395,-0.007156395,-0.000163395,-0.033533739,0.000312,0.000708333,0.003481856,0.004956395,-0.004533395,0.00235,-0.000141667,-0.002633213,0.015,0.001062
10/1977,0,-0.031815739,-0.028369739,-0.021968739,-0.028824739,-0.045787739,-0.029142739,-0.031513739,-0.041117739,-0.042905739,-0.047693739,-0.038346739,-0.049546739,-0.051846739,-0.040746739,-0.041046739,-0.036946739,-0.055546739,-0.036346739,-0.035746739,-0.021746739,-0.053446739,-0.043946739,-0.014256739,-0.008746739,0.000702261,0.07410325,0.000549,0.000725,0.003520833,0.004946739,-0.044386739,0.00771,0.0001,0.033686761,0.011,0.001686
11/1977,0,0.12142025,0.10442925,0.09276225,0.08815225,0.06783425,0.06789925,0.05402725,0.05715825,0.04280325,0.02704125,0.04127025,0.01467025,0.03967025,0.02967025,0.03077025,0.04747025,0.01727025,0.03817025,0.04967025,0.05537025,0.05387025,0.06727025,0.00450225,0.00127025,0.00079225,-0.001485962,0.000552,0.000666667,0.003597314,0.00482975,0.03752925,0.001168,0.000116667,-0.005573061,-0.006,8.90E-05
12/1977,0,-0.007369962,0.002916038,0.005207038,-0.002438962,-0.001929962,0.009364038,0.001279038,0.002112038,0.001487038,-0.000148962,-0.004996962,-0.011396962,0.004203038,0.013603038,0.003503038,0.018603038,0.016703038,-0.008096962,-0.018196962,0.001003038,-0.005696962,0.010103038,-0.021676962,-0.015396962,-2.10E-05,-0.041477656,0.000125,0.000633333,0.003782705,0.004896962,0.000639038,0.01498,-8.33E-05,0.000158613,-0.008,0.001469
01/1978,1,-0.008318656,-0.023708656,-0.016201656,-0.039178656,-0.037275656,-0.050106656,-0.051743656,-0.056378656,-0.061486656,-0.067647656,-0.058107656,-0.073707656,-0.062107656,-0.074107656,-0.070707656,-0.051607656,-0.046707656,-0.050807656,-0.073607656,-0.023707656,-0.065407656,-0.049907656,-0.013137656,-0.014007656,0.001097344,0.001305437,0.000295,0.000608333,0.003880394,0.005107656,-0.062493656,0.00283,5.00E-05,0.011912604,0.014,-0.001067
02/1978,0,0.025794437,0.024437437,0.003808437,0.009447437,0.014744437,-0.001586563,-0.000602563,-0.014279563,-0.023202563,-0.021207563,-0.003892563,-0.001092563,-0.023192563,-0.016192563,-0.044992563,-0.040192563,0.036007437,-0.009192563,-0.009492563,-0.035192563,-0.004592563,-0.009192563,-0.004782563,-9.26E-05,0.000640437,0.05896167,0.000639,0.000625,0.003931172,0.005192563,-0.017361563,0.00799,0.000141667,0.001628869,0.007,-0.001459
03/1978,0,0.11226967,0.07265067,0.07996767,0.05280267,0.04402067,0.06487967,0.04421167,0.04159267,0.03937567,0.01470267,0.03601767,0.05561767,0.03731767,0.01481767,0.02181767,-0.01318233,0.02081767,0.01931767,0.02221767,0.03611767,0.04581767,0.05231767,-0.00755233,-0.00128233,0.00067767,0.070977536,0.000218,0.000633333,0.003817163,0.00548233,0.02631767,0.01347,9.17E-05,-0.011448083,-0.007,-0.002932
04/1978,0,0.071608536,0.083762536,0.057530536,0.066612536,0.066829536,0.070404536,0.061363536,0.070261536,0.070244536,0.084145536,0.063840536,0.091640536,0.109740536,0.062440536,0.107040536,0.128440536,0.024440536,-0.002859464,0.103740536,0.086840536,0.094840536,0.080340536,-0.005639464,-0.007459464,-0.000108464,0.038979662,5.00E-05,0.000666667,0.003681458,0.005159464,0.078281536,0.00688,6.67E-05,0.010161559,0.007,-0.002174
05/1978,0,0.066681662,0.066209662,0.050554662,0.048829662,0.041481662,0.034273662,0.036951662,0.030411662,0.021515662,0.002848662,0.036964662,-0.004235338,0.049364662,0.002564662,0.007164662,0.010364662,-0.009435338,0.001564662,0.007064662,0.046964662,0.007764662,0.034164662,-0.011365338,-0.016335338,-0.000311338,-0.011623842,0.000111,0.0007,0.00372039,0.005535338,0.013413662,-0.02897,-0.000175,0.010472711,0.002,-0.004073
06/1978,0,-0.022644842,-0.017686842,-0.020577842,0.000756158,-0.006118842,-0.008913842,-0.010214842,-0.009357842,-0.018564842,-0.022378842,-0.008176842,-0.034176842,-0.020076842,-0.042876842,-0.021776842,-0.009676842,-0.020876842,0.002623158,-0.025076842,0.005423158,-0.010476842,-0.005676842,-0.011796842,-0.003276842,0.002291158,0.054290702,0.001295,0.0006,0.003778398,0.005576842,-0.018803842,0.01722,-8.33E-05,0.023735952,-0.003,-0.005484
07/1978,0,0.044550702,0.064664702,0.053980702,0.062493702,0.065746702,0.044328702,0.055221702,0.073642702,0.046952702,0.048286702,0.030041702,0.040741702,0.080141702,0.028841702,0.046041702,0.081341702,0.008741702,0.022641702,0.045141702,0.083141702,0.045941702,0.077341702,0.008720702,0.004541702,-0.000207298,0.061427877,-0.000693,0.000658333,0.003571808,0.005558298,0.051291702,0.002021,-0.00025,0.004263548,0.005,-0.002078
08/1978,0,0.129964877,0.063311877,0.083071877,0.072418877,0.072099877,0.054978877,0.053310877,0.038911877,0.027628877,0.023069877,0.034837877,0.022337877,0.032737877,0.044837877,0.031137877,0.054337877,0.029237877,-0.001762123,0.049137877,0.003537877,0.049837877,0.065337877,0.015309877,0.019237877,-0.002688123,-0.014564485,-0.000596,0.000608333,0.00360924,0.006462123,0.031081877,-0.000472,-0.000633333,0.004557249,0.012,0.000984
09/1978,0,-0.026152485,-0.011843485,-0.022549485,-0.020723485,-0.018959485,-0.032624485,-0.023396485,-0.014533485,-0.014420485,-0.010408485,-0.010727485,-0.011327485,-0.029727485,0.040772515,-0.021127485,-0.049227485,0.005272515,-0.009427485,-0.032727485,-0.034327485,-0.015527485,-0.023627485,-0.017407485,-0.011627485,-0.001937485,-0.17461445,-0.001101,0.000583333,0.003774578,0.006827485,-0.013458485,0.00848,6.67E-05,0.013894395,-0.007,-0.001612
10/1978,0,-0.26752545,-0.24182745,-0.22493245,-0.21497345,-0.20151645,-0.18675145,-0.15606845,-0.13763945,-0.12121745,-0.08269745,-0.12307745,-0.11917745,-0.13087745,-0.11347745,-0.09707745,-0.11477745,-0.05267745,-0.07817745,-0.14787745,-0.13577745,-0.12137745,-0.17897745,-0.02736745,-0.02787745,0.00062255,0.037639211,0.000142,0.000666667,0.004059172,0.00737745,-0.10956345,-0.00711,-0.0004,-0.010664748,0.011,-0.001525
11/1978,0,0.049603211,0.069495211,0.053850211,0.050113211,0.056047211,0.052164211,0.020107211,0.020542211,0.021725211,0.020899211,0.014394211,9.42E-05,0.027494211,0.054394211,0.009794211,0.043694211,0.022394211,0.022394211,0.018094211,0.044094211,0.009894211,0.026894211,0.011155211,0.005694211,-0.000783789,0.004313035,1.20E-05,0.00065,0.00404918,0.007705789,0.023922211,-0.016061,-0.0002,0.020165441,0.011,0.00257
12/1978,0,-0.000355965,0.007520035,0.004021035,0.016372035,0.015600035,0.004763035,0.002414035,-0.000253965,0.002063035,0.012655035,0.009970035,-0.012929965,0.010270035,0.022170035,0.001070035,0.058070035,-0.006329965,-0.019629965,-0.013429965,0.026870035,0.007170035,0.004370035,-0.020369965,-0.020629965,0.001550035,0.079020763,0.000626,0.000733333,0.003939199,0.007329965,0.009186035,-0.00466,-0.00015,-0.000153382,-0.008,0.002921
01/1979,1,0.142456763,0.114414763,0.110703763,0.079295763,0.074008763,0.075124763,0.053166763,0.065719763,0.046804763,0.026448763,0.033879763,0.041879763,0.060879763,0.023879763,0.038279763,0.034579763,0.028379763,0.055479763,0.048379763,0.006179763,0.044779763,0.063079763,0.011092763,0.010375763,-0.000233237,-0.037280957,-0.000176,0.000683333,0.004035317,0.008020237,0.039235763,0.017387,2.50E-05,0.012852942,0.002,-0.000981
02/1979,0,-0.037376957,-0.032872957,-0.034015957,-0.030848957,-0.045804957,-0.036798957,-0.046587957,-0.041454957,-0.039494957,-0.035059957,-0.043196957,-0.043496957,-0.055096957,-0.001696957,-0.046196957,-0.041296957,-0.014396957,-0.024296957,-0.051396957,-0.053296957,-0.041796957,-0.039196957,-0.021566957,-0.020903957,0.000403043,0.078544132,-0.000893,0.000741667,0.003996004,0.008096957,-0.037061957,0.00917,-0.000116667,0.007671729,0.001,-0.004389
03/1979,0,0.096514132,0.086890132,0.085032132,0.080447132,0.095794132,0.084124132,0.073809132,0.072053132,0.066853132,0.041621132,0.032571132,0.057871132,0.066371132,0.084871132,0.061571132,0.067271132,-0.006528868,0.015371132,0.051471132,0.042371132,0.066071132,0.082671132,0.004808132,0.002521132,-0.000363868,0.009318774,-0.000249,0.000791667,0.003947658,0.008128868,0.053778132,-0.002037,6.67E-05,0.014821659,-0.014,-0.001202
04/1979,0,0.021669774,0.013532774,0.002725774,0.032549774,0.017069774,0.004324774,0.009651774,0.001931774,-0.008418226,-0.003195226,-0.005902226,0.021797774,-0.009802226,0.034997774,-0.017002226,-0.004502226,-0.029402226,-0.035302226,-0.001202226,-0.003902226,0.006297774,0.008397774,-0.019322226,-0.013259226,0.000510774,-0.015862206,4.80E-05,0.000808333,0.004072103,0.008102226,-0.001302226,0.01882,-6.67E-05,0.002828723,0.009,-0.002972
05/1979,0,0.004257794,-0.020008206,-0.022039206,-0.012772206,-0.019785206,-0.023088206,-0.025177206,-0.011582206,-0.013642206,-0.027322206,-0.025849206,-0.016049206,-0.028649206,-0.031249206,-0.037449206,-0.027849206,-0.007249206,0.005750794,-0.033649206,-0.034549206,-0.006549206,-0.011949206,0.017967794,0.014669794,0.002478794,0.046558954,0.001181,0.000908333,0.004023271,0.008149206,-0.023027206,-0.021617,0.000175,0.027677952,0.013,-0.004587
06/1979,0,0.041698954,0.044746954,0.063432954,0.055393954,0.025055954,0.054099954,0.056170954,0.056531954,0.050774954,0.027803954,0.025205954,0.022305954,0.031305954,0.084405954,0.016305954,-0.003494046,0.011905954,0.042305954,0.021905954,0.040705954,0.079205954,0.042405954,0.023526954,0.019288954,-0.000939046,0.020443555,-0.000472,0.000908333,0.004013851,0.007594046,0.037086954,-0.023521,-0.000116667,0.004239501,-0.012,-0.003331
07/1979,0,0.007589555,0.021067555,0.009059555,0.031273555,0.038124555,0.026907555,0.015871555,0.023573555,0.021119555,-0.001871445,0.013007555,0.012807555,0.011007555,0.009307555,0.020807555,-0.024892445,-0.008792445,0.013507555,0.003807555,-0.006292445,0.024807555,0.026107555,-0.016202445,-0.010750445,-0.001275445,0.070012244,-0.000662,0.000933333,0.003866643,0.007692445,0.007631555,0.01411,-0.000166667,0.010414033,0.017,-0.002655
08/1979,0,0.086560244,0.084521244,0.081260244,0.069302244,0.074232244,0.060562244,0.061626244,0.069597244,0.047605244,0.050728244,0.067002244,0.038602244,0.064902244,0.071102244,0.069402244,0.051602244,0.007202244,0.012002244,0.079602244,0.076902244,0.042302244,0.059302244,-0.012027756,-0.007851756,-0.001610756,-0.017856404,-0.000597,0.000916667,0.003852056,0.008497756,0.054491244,0.01203,-0.000366667,0.009511643,0.003,-0.00207
09/1979,0,-0.032051404,-0.017784404,-0.028656404,-0.006005404,-0.016118404,-0.025138404,0.002404596,-0.019339404,-0.003584404,-0.008029404,-0.027785404,-0.004385404,-0.022485404,0.049714596,1.46E-05,-0.026085404,-0.032585404,-0.030085404,-0.016485404,-0.014085404,-0.019485404,-0.010885404,-0.020865404,-0.026538404,-0.007597404,-0.110359144,-0.002355,0.001058333,0.004016483,0.008685404,-0.009047404,0.00348,-0.000391667,0.001429186,-0.004,-0.003108
10/1979,0,-0.154489144,-0.119439144,-0.140733144,-0.115636144,-0.101123144,-0.100805144,-0.106352144,-0.098802144,-0.086386144,-0.066662144,-0.086735144,-0.104235144,-0.100935144,-0.033835144,-0.091035144,-0.087435144,-0.060235144,-0.067935144,-0.097935144,-0.053335144,-0.110835144,-0.112335144,-0.093995144,-0.098908144,0.003636856,0.066141778,0.002366,0.001025,0.004060857,0.009935144,-0.079179144,0.00016,0.000216667,0.023931368,0.005,0.001578
11/1979,0,0.093763778,0.083901778,0.082989778,0.069742778,0.069864778,0.071726778,0.072618778,0.075684778,0.055646778,0.041340778,0.042342778,-0.032757222,0.038842778,0.079842778,0.044242778,0.072542778,0.031342778,0.068642778,0.030242778,0.078242778,0.054042778,0.069042778,0.021879778,0.012919778,-0.001094222,0.035562729,0.000395,0.0011,0.003919295,0.009257222,0.051326778,0.008463,-0.000425,0.005615259,-0.006,0.000569
12/1979,0,0.039682729,0.083511729,0.075369729,0.039137729,0.041715729,0.034251729,0.027377729,0.034996729,0.027878729,0.002580729,0.025810729,0.025910729,0.037710729,0.018910729,0.031710729,0.009010729,-0.023189271,-0.017089271,0.021910729,0.012910729,0.009110729,0.062110729,-0.002180271,-0.018707271,0.001967729,0.054159191,0.001989,0.001108333,0.003842298,0.007889271,0.014909729,-0.014309,0.000375,-0.007857724,0.004,-0.000331
01/1980,1,0.061023191,0.078110191,0.045411191,0.062206191,0.051922191,0.050172191,0.041801191,0.034736191,0.055859191,0.054184191,0.021261191,0.080561191,0.078161191,0.131661191,0.011861191,0.065161191,-0.030438809,0.006061191,-0.000738809,-0.022838809,0.010761191,0.083861191,-0.084028809,-0.074438809,-0.009275809,-0.042763761,-0.003846,0.000991667,0.003726995,0.009938809,0.051987191,0.09189,0.000625,0.004069591,0,-0.006374
02/1980,0,-0.048869761,-0.046906761,-0.041727761,-0.061907761,-0.045705761,-0.033774761,-0.042060761,-0.048749761,-0.039460761,0.003193239,-0.059460761,-0.074660761,-0.040960761,0.114339239,-0.029960761,-0.047460761,-0.026360761,-0.045160761,-0.059760761,-0.057860761,-0.061360761,-0.027960761,-0.058270761,-0.078060761,-0.003413761,-0.149739173,-0.00098,0.001241667,0.004138809,0.011560761,-0.015004761,-0.03579,-0.001666667,0.044585322,-0.008,-0.003485
03/1980,0,-0.190486173,-0.184396173,-0.170631173,-0.161347173,-0.172400173,-0.166715173,-0.146095173,-0.123262173,-0.128691173,-0.107955173,-0.094356173,-0.100156173,-0.135956173,-0.190656173,-0.112656173,-0.139456173,-0.039156173,-0.079456173,-0.097956173,-0.041156173,-0.101056173,-0.169256173,-0.044216173,-0.018956173,0.018875827,0.055889538,0.008443,0.001791667,0.004244879,0.012756173,-0.120342173,0.01066,0.0006,-0.008442052,-0.005,-0.0032
04/1980,0,0.053522538,0.063880538,0.057451538,0.057409538,0.052299538,0.056440538,0.055109538,0.058136538,0.048317538,0.033682538,0.057288538,-0.027011462,0.016088538,0.060588538,0.047888538,-0.002311462,0.065088538,0.111688538,0.026388538,0.034888538,0.060188538,0.044488538,0.144435538,0.129688538,0.011877538,0.071787889,0.006124,0.001816667,0.004095737,0.007911462,0.041070538,-0.035647,0.002775,0.022394624,-0.003,0.001629
05/1980,0,0.059028889,0.053488889,0.067316889,0.092218889,0.092156889,0.067360889,0.070773889,0.074697889,0.061449889,0.041918889,0.072795889,0.036995889,0.049095889,0.034395889,0.071795889,0.041795889,0.044095889,0.039995889,0.100895889,0.063495889,0.071995889,0.078295889,0.035770889,0.049895889,0.001056889,0.034258125,0.000333,0.001775,0.003883072,0.006104111,0.052319889,0.000925,0.000925,0.023669789,-0.005,-0.001994
06/1980,0,0.030000125,0.042169125,0.027025125,0.029285125,0.035655125,0.033389125,0.029253125,0.048555125,0.039199125,0.021552125,0.024503125,0.022403125,0.023903125,0.052703125,0.005103125,0.025303125,-0.011296875,0.040003125,0.018503125,-0.003296875,0.044303125,0.048403125,0.030457125,0.028703125,-0.001440875,0.090020445,0.000691,0.001316667,0.003753944,0.005396875,0.028064125,-0.008354,-0.000433333,-0.000526768,0,-0.00469
07/1980,0,0.096857445,0.114005445,0.096189445,0.114548445,0.091100445,0.097821445,0.086070445,0.072584445,0.068642445,0.050914445,0.071214445,0.111114445,0.107614445,0.010314445,0.087214445,0.147814445,0.003814445,-0.007585555,0.100114445,0.082514445,0.025214445,0.102514445,-0.053985555,-0.049285555,-0.006407555,0.033314697,-0.000819,0.001258333,0.00367971,0.006385555,0.062079445,0.0355,-0.000183333,0.01164225,0.007,0.005281
08/1980,0,0.065891697,0.040446697,0.061639697,0.038736697,0.030129697,0.036004697,0.027727697,0.002865697,0.017890697,0.006322697,0.006624697,0.006724697,0.009024697,0.030024697,0.011524697,0.028524697,0.055224697,-0.018675303,0.012024697,-0.004875303,0.011324697,0.027324697,-0.051045303,-0.052375303,-0.003765303,0.017147689,-0.001385,0.0014,0.003629776,0.007875303,0.012115697,0.00987,-0.000608333,0.005138032,-0.007,-0.001282
09/1980,0,0.021908689,0.007315689,0.011198689,0.024348689,0.007112689,0.020891689,0.031440689,0.023340689,0.022817689,0.018160689,-0.007166311,0.000533689,0.030433689,0.058833689,-0.000766311,0.009833689,-0.025066311,-0.007466311,0.002033689,0.026833689,0.017333689,0.037933689,-0.035326311,-0.032866311,-0.003973311,0.008132906,-0.000318,0.0016,0.003556496,0.009166311,0.019879689,0.01356,-0.000925,-0.006200643,0.008,0.000295
10/1980,0,0.036411906,0.036857906,0.018839906,0.005236906,0.015393906,-0.005059094,0.013467906,-0.002592094,0.006820906,0.012313906,-0.007072094,-0.027172094,0.001927906,0.070127906,-0.024572094,0.007727906,-0.042272094,0.010227906,-0.025572094,-0.022772094,-0.009372094,0.022627906,-0.036162094,-0.025772094,-0.004712094,0.044330669,-0.001502,0.001391667,0.003441003,0.009872094,0.009777906,0.04339,-0.000983333,0.01765,-0.006,-0.000612
11/1980,0,-0.008146331,0.052617669,0.048497669,0.073917669,0.043496669,0.061667669,0.077798669,0.066295669,0.065163669,0.115511669,-0.003138331,0.035361669,0.077961669,0.233261669,0.060361669,0.086361669,-0.012238331,0.062761669,0.017261669,0.075761669,0.043661669,0.079661669,-0.002322331,-0.010638331,0.001285669,-0.031710687,0.000996,0.001608333,0.003526841,0.012338331,0.095320669,-0.007416,-0.001333333,0.016358432,0.007,0.00064
12/1980,0,-0.045321687,-0.054262687,-0.039924687,-0.038734687,-0.023624687,-0.040386687,-0.045305687,-0.030229687,-0.033075687,-0.050234687,-0.000270687,-0.022270687,-0.036970687,-0.119470687,-0.020370687,-0.020770687,-0.002470687,-0.030870687,-0.025170687,0.035429313,0.021429313,-0.057070687,0.024481313,0.014129313,0.001037313,-0.015280445,0.001714,0.00185,0.003571429,0.010670687,-0.044353687,-0.043352,0.000166667,0.028048383,0.012,0.004792
