date,JAN,Decile 1 Portfolio Excess Return,Decile 2 Portfolio Excess Return,Decile 3 Portfolio Excess Return,Decile 4 Portfolio Excess Return,Decile 5 Portfolio Excess Return,Decile 6 Portfolio Excess Return,Decile 7 Portfolio Excess Return,Decile 8 Portfolio Excess Return,Decile 9 Portfolio Excess Return,Decile 10 Portfolio Excess Return,NoDur Excess return,Durbl Excess return,Manuf Excess return,Enrgy Excess return,Chems Excess return,BusEq Excess return,Telcm Excess return,Utils Excess return,Shops Excess return,Hlth  Excess return,Money Excess return,Other Excess return,LT Gov Bonds excess return,LT Corp Bonds excess return,6month excess return,XEW,HB3,JUNK,DIV,TB1,XVW,PREM,delta slope,UI,CGNON,REALTB
05/1959,0,-0.000481043,0.018233957,-0.003590043,-0.000945043,0.009267957,-0.001260043,0.014934957,0.008349957,-0.006333043,0.025113957,0.011098957,0.060098957,0.025198957,-0.011801043,0.053498957,0.059898957,-0.012701043,-0.013301043,0.024798957,-0.013001043,0.005098957,0.003698957,-0.002851043,-0.013701043,0.000569957,0.001865119,0.000449,0.000483333,0.002508992,0.002301043,0.017293957,-0.00095,-0.000283333,0.007573004,-0.003,0.002189
06/1959,0,-0.010288881,0.001791119,0.003360119,0.005205119,0.005886119,0.011471119,0.008331119,0.001341119,0.009382119,-0.005796881,0.014416119,0.002516119,0.026416119,-0.029483881,-0.017683881,-0.018983881,-0.012883881,-0.024583881,0.020316119,0.063616119,0.023616119,0.006816119,-0.001234881,0.002116119,0.003417119,0.02807431,0.001368,0.000508333,0.002413235,0.002283881,-0.001607881,-0.009449,5.83E-05,0.007742757,-0.006,-0.000929
07/1959,0,0.03139731,0.03626131,0.01684931,0.03701631,0.02682331,0.03004731,0.02533931,0.02693331,0.02170031,0.03599631,0.03501231,0.07891231,0.02611231,0.04761231,0.05941231,-0.00838769,0.00401231,0.03641231,0.01801231,0.04541231,0.01071231,-0.00458769,0.00400531,0.00691231,-0.00073569,-0.017758325,-0.000506,0.00055,0.002427048,0.00198769,0.03237431,0.002107,-0.000125,-0.007915295,0.003,-0.001244
08/1959,0,-0.015765325,-0.008909325,-0.018225325,-0.029096325,-0.019569325,-0.009772325,-0.022005325,-0.019272325,-0.022186325,-0.012971325,-0.006819325,0.029380675,-0.018019325,-0.034219325,-0.031219325,-0.027019325,0.003180675,0.010380675,0.004880675,-0.038119325,-0.016619325,-0.028419325,-0.007039325,-0.009719325,-8.73E-05,-0.048807163,1.40E-05,0.00055,0.002527023,0.002919325,-0.015365325,-0.00618,-0.000341667,0.014046468,0.009,0.001861
09/1959,0,-0.046241163,-0.045842163,-0.049677163,-0.047330163,-0.048068163,-0.051509163,-0.050538163,-0.053469163,-0.053891163,-0.045953163,-0.035247163,-0.045947163,-0.051247163,-0.072047163,-0.054847163,-0.044647163,-0.012647163,-0.046347163,-0.023847163,-0.052647163,-0.049747163,-0.041347163,-0.008697163,-0.011847163,0.003785837,0.020625319,0.00207,0.000591667,0.002538991,0.003047163,-0.048024163,-0.01255,-0.000133333,-0.007068055,0,-0.00051
10/1959,0,-0.001421681,0.014187319,0.034783319,0.026689319,0.021538319,0.031410319,0.028554319,0.042413319,0.018170319,0.006417319,0.035319319,-0.013580681,0.016319319,0.009119319,0.014119319,0.038819319,0.010419319,0.006219319,0.005619319,0.021219319,0.003819319,-0.002680681,0.012456319,0.013919319,-0.000333681,0.012459691,0.000776,0.000583333,0.002538485,0.002580681,0.013165319,-0.004937,-8.33E-05,0.014532902,-0.004,-0.000398
11/1959,0,-0.004083309,0.009674691,0.017225691,0.025031691,0.019234691,0.006100691,0.025510691,0.025443691,0.010073691,0.015731691,0.009819691,-0.001380309,0.025519691,-0.006680309,0.021519691,0.083719691,-0.014880309,0.001419691,0.021719691,0.053619691,0.011119691,-0.015180309,-0.014450309,0.010919691,0.001667691,0.01770601,0.001604,0.000583333,0.00246924,0.002580309,0.015976691,0.01037,-0.00015,-0.018588164,0.005,0.002554
12/1959,0,0.01546101,0.03369201,0.03461801,0.01007201,0.02055901,0.01517901,0.00402501,0.00212501,0.01895701,0.03033201,0.00882901,0.05552901,0.01252901,0.03882901,0.02842901,0.03462901,0.03962901,0.01782901,0.02282901,-0.01977099,0.00142901,0.02402901,-0.01936099,-0.01307099,0.00314501,-0.042121714,0.001457,0.000608333,0.002522646,0.00347099,0.02457201,0.00269,0.000141667,-0.000434616,0.001,0.002525
01/1960,1,0.004042286,-0.016391714,-0.040554714,-0.042737714,-0.044401714,-0.051095714,-0.061561714,-0.055998714,-0.045715714,-0.078621714,-0.036419714,-0.116519714,-0.082919714,-0.077819714,-0.098719714,-0.099519714,0.006580286,-0.023619714,-0.059919714,-0.066419714,-0.046419714,-0.047419714,0.008263286,0.007780286,0.001793286,0.0052197,0.000809,0.00065,0.002634352,0.002919714,-0.069163714,0.010917,0.000133333,0.025045546,-0.01,0.006719
02/1960,0,-0.0132143,0.0007007,0.0106927,0.0011667,0.0178917,-0.0011063,0.0083797,0.0092357,0.0038367,0.0137827,0.0260417,-0.0239583,0.0091417,-0.0375583,0.0019417,0.0410417,0.0803417,0.0244417,0.0373417,-0.0005583,-0.0101583,-0.0002583,0.0171297,0.0095417,0.0051117,-0.027160223,0.002584,0.000633333,0.002680843,0.0032583,0.0111607,-0.021288,0.000341667,-0.012085038,0.017,-0.00055
03/1960,0,-0.024658223,-0.036881223,-0.033686223,-0.046405223,-0.026034223,-0.023827223,-0.023800223,-0.024193223,-0.012836223,-0.012275223,-0.016384223,-0.054884223,-0.037884223,-0.010284223,-0.023784223,0.008015777,-0.000884223,0.015415777,-0.000684223,0.013815777,0.001715777,-0.036784223,0.025921777,0.016815777,0.001202777,-0.022183648,0.000594,0.000625,0.002656663,0.002284223,-0.015106223,0.003194,9.17E-05,-0.016605928,0.018,0.00324
04/1960,0,-0.041343648,-0.023357648,-0.021406648,-0.031709648,-0.023480648,-0.025285648,-0.013530648,-0.009539648,-0.006393648,-0.020218648,0.012946352,-0.023353648,-0.027953648,-0.045053648,-0.050253648,0.003146352,-0.012953648,0.011246352,-0.004553648,0.014346352,-0.006953648,-0.016453648,-0.019433648,-0.004653648,0.001158352,0.023516222,0.000282,0.000683333,0.00269125,0.002453648,-0.017724648,-0.00642,8.33E-06,0.025005483,-0.028,-0.001457
05/1960,0,-0.002962778,0.009080222,0.023256222,0.037566222,0.032179222,0.022579222,0.044021222,0.020373222,0.030577222,0.033559222,0.063170222,-0.007129778,0.042170222,-0.036629778,0.039770222,0.089370222,0.031170222,0.013170222,0.030870222,0.135670222,-0.003829778,0.003670222,0.013144222,-0.004129778,0.004699222,0.020086808,0.002989,0.000675,0.002605076,0.002029778,0.032068222,0.001926,0.000525,-0.006397705,0.01,0.002699
06/1960,0,0.029648808,0.026054808,0.007536808,0.010502808,0.021177808,0.026464808,0.022508808,0.027001808,0.025112808,0.019960808,0.041677808,0.005377808,0.017677808,0.033677808,0.013377808,0.009077808,-0.004922192,0.056377808,0.036277808,-0.003122192,0.038077808,0.021977808,0.015733808,0.012577808,0.002050808,-0.02112011,0.001007,0.000675,0.002681277,0.001522192,0.021310808,-0.022056,-7.50E-05,0.001000358,0.003,-0.00147
07/1960,0,-0.02869011,-0.02215511,-0.01748811,-0.02613311,-0.01945411,-0.02401311,-0.02771511,-0.01687811,-0.01944411,-0.02595411,-0.01102211,-0.00652211,-0.03342211,0.00547789,-0.06082211,-0.04642211,-0.00052211,-0.01382211,-0.03152211,-0.04012211,0.00067789,-0.02542211,0.03523289,0.02417789,0.00072789,0.036214145,0.000485,0.000666667,0.002659308,0.00152211,-0.02422711,-0.023555,-8.33E-05,0.003199387,-0.008,0.00133
08/1960,0,0.050282145,0.039636145,0.036715145,0.035663145,0.040583145,0.041702145,0.025801145,0.035761145,0.029629145,0.029310145,0.043466145,0.030266145,0.016966145,0.039266145,0.015766145,0.005066145,0.069366145,0.042866145,0.029666145,0.022866145,0.034666145,0.025266145,-0.008463855,0.009966145,0.000477145,-0.061604861,0.00007,0.000633333,0.002751931,0.001733855,0.030481145,0.02513,-0.00015,-0.004742265,-0.003,0.001632
09/1960,0,-0.060567861,-0.059427861,-0.056089861,-0.076563861,-0.065427861,-0.062585861,-0.062205861,-0.057508861,-0.052789861,-0.062208861,-0.036180861,-0.055080861,-0.076180861,-0.012080861,-0.070980861,-0.086280861,-0.061180861,-0.047580861,-0.085980861,-0.089180861,-0.058280861,-0.060680861,0.005443139,-0.008380861,0.001406139,-0.024582727,0.000866,0.000675,0.002817591,0.002080861,-0.060753861,-0.014424,0.000225,-0.002693918,0.01,0.001578
10/1960,0,-0.046123727,-0.029540727,-0.023695727,-0.030426727,-0.028327727,-0.031653727,-0.019856727,-0.012200727,-0.012713727,-0.000223727,0.015147273,-0.011152727,-0.020652727,0.022947273,-0.004452727,-0.024652727,4.73E-05,-0.004552727,0.000847273,-0.036252727,-0.003152727,-0.013352727,-0.004162727,-0.000552727,0.000166273,0.044844763,0.000306,0.000641667,0.002739213,0.001352727,-0.006057727,-0.00329,-2.50E-05,0.016501306,0,-0.004601
11/1960,0,0.018606763,0.026073763,0.044810763,0.047175763,0.060780763,0.056959763,0.057827763,0.058681763,0.064366763,0.040878763,0.085150763,-0.008649237,0.048650763,0.032350763,0.049450763,0.066150763,0.040250763,0.036250763,0.067650763,0.038750763,0.076750763,0.060050763,-0.008249237,-0.008649237,0.002070763,0.035718927,0.000806,0.000625,0.002684859,0.001649237,0.046967763,0.0023,2.50E-05,0.001694684,-0.013,0.001293
12/1960,0,0.016893927,0.024630927,0.038931927,0.035248927,0.024495927,0.036215927,0.044651927,0.046302927,0.046605927,0.048691927,0.042923927,-0.003976073,0.038023927,0.051223927,0.026623927,0.036423927,0.122723927,0.062423927,0.020823927,0.060423927,0.055423927,0.031723927,0.026124927,0.008623927,7.49E-05,0.080314421,0.000107,0.00065,0.002604753,0.001776073,0.046760927,-0.020201,8.33E-06,-0.023763244,0.006,0.001553
01/1961,1,0.091201421,0.093789421,0.098769421,0.085940421,0.080800421,0.086783421,0.067528421,0.079268421,0.065677421,0.056565421,0.052666421,0.083966421,0.061166421,0.095866421,0.062066421,0.029366421,0.077166421,0.046866421,0.027266421,0.058766421,0.071366421,0.079266421,-0.012433579,0.013066421,-0.000341579,0.058049374,-0.000267,0.000666667,0.002551244,0.001733579,0.062218421,0.0379,-0.0002,0.038544515,0.007,0.00194
02/1961,0,0.057452374,0.057517374,0.077261374,0.072527374,0.063613374,0.050875374,0.060095374,0.051097374,0.041969374,0.027027374,0.064419374,0.042219374,0.055019374,0.005219374,0.025219374,0.029319374,0.005419374,0.034719374,0.047419374,0.049819374,0.069319374,0.046619374,0.017925374,0.018919374,0.001630374,0.048069529,0.000782,0.000666667,0.002521314,0.002080626,0.034924374,-0.020906,-8.33E-06,-0.007329605,0.012,0.001649
03/1961,0,0.066048529,0.058997529,0.064360529,0.067372529,0.047578529,0.039062529,0.048364529,0.048351529,0.023730529,0.023649529,0.046381529,0.037281529,0.012781529,0.012381529,0.017181529,0.028281529,0.072481529,0.015681529,0.056681529,0.036181529,0.043581529,0.026681529,-0.005568471,-0.004718471,0.001430529,0.007837846,0.000698,0.000633333,0.002460036,0.001818471,0.028791529,0.01095,0.000116667,-0.022919889,-0.001,0.002012
04/1961,0,0.010408846,0.012440846,0.027459846,0.017852846,-0.007593154,0.005493846,0.004766846,-0.006295154,0.001985846,0.005040846,-0.015249154,-0.012049154,-0.014749154,0.045950846,-0.008549154,-0.000249154,0.006350846,0.017050846,0.004150846,-0.004649154,0.013850846,-0.002449154,0.009862846,-0.013249154,-0.000306154,0.03960958,0.000262,0.000616667,0.002439436,0.001649154,0.003995846,-0.018012,-5.83E-05,0.008364627,0.004,0.001746
05/1961,0,0.05135858,0.03837358,0.02835758,0.03313858,0.04797158,0.05166458,0.02489758,0.03171258,0.03696058,0.01784058,0.03473758,0.01453758,0.03703758,-0.00046242,0.04543758,0.03613758,-0.01236242,0.02303758,0.03893758,0.02083758,0.03983758,0.04023758,-0.00655242,0.00293758,0.00085258,-0.044191067,0.000205,0.000583333,0.002476379,0.00196242,0.02393158,0.00989,0.000108333,0.006420233,0.004,0.001774
06/1961,0,-0.053183067,-0.054768067,-0.062209067,-0.051118067,-0.060535067,-0.041670067,-0.034386067,-0.039355067,-0.029433067,-0.026382067,-0.015976067,-0.020576067,-0.045076067,-0.041976067,-0.004076067,-0.033376067,-0.041676067,-0.019976067,0.003523933,-0.035576067,-0.028576067,-0.047276067,-0.009246067,-0.009776067,0.001032933,0.010121846,0.000363,0.000566667,0.002483191,0.001776067,-0.030275067,0.00037,0.000108333,-0.002583088,-0.008,0.002008
07/1961,0,-0.006199154,0.003169846,-0.001244154,0.008388846,0.012044846,0.006562846,0.012368846,0.019645846,0.024866846,0.034167846,0.027004846,0.068504846,0.016904846,0.021304846,0.028704846,0.023004846,0.062904846,0.027404846,0.023104846,0.033104846,0.033904846,-0.002195154,0.002066846,0.002604846,0.000537846,0.019598789,0.000504,0.00055,0.002397109,0.001395154,0.028559846,0.003438,-2.50E-05,-0.007210573,0.005,-0.004887
08/1961,0,0.006470789,0.013248789,-0.005259211,0.019700789,0.007145789,0.017737789,0.028201789,0.042839789,0.038572789,0.021682789,0.049540789,0.018540789,0.015540789,0.000240789,0.037140789,0.047040789,0.000840789,0.036240789,0.030840789,0.036640789,0.086140789,0.030140789,-0.005529211,-0.003559211,0.000785789,-0.031445114,0.000548,0.000558333,0.002415998,0.001759211,0.025094789,0.00037,4.17E-05,-0.001754979,0.006,0.004691
09/1961,0,-0.037526114,-0.035466114,-0.038665114,-0.033910114,-0.040570114,-0.025586114,-0.026633114,-0.027881114,-0.020679114,-0.019570114,-0.001459114,0.053640886,-0.047859114,-0.066059114,-0.041959114,0.006440886,-0.029459114,0.012240886,0.002240886,-0.014859114,-0.004059114,-0.030059114,0.011154886,0.012640886,0.001008886,0.019296775,0.000242,0.000591667,0.002389706,0.001759114,-0.021749114,-0.000914,-6.67E-05,-0.00608963,0.001,-0.001667
10/1961,0,0.018796775,0.024935775,0.016049775,0.029808775,0.006472775,0.017183775,0.022240775,0.031960775,0.029042775,0.025423775,0.032008775,0.001808775,0.001308775,0.064508775,-0.003691225,0.027308775,0.000208775,0.051308775,0.088508775,0.033508775,0.020408775,0.021508775,0.005419775,0.011008775,5.78E-06,0.044481725,0.000018,0.0006,0.002286156,0.001691225,0.025639775,0.001189,-0.000133333,0.030038284,0.007,0.001921
11/1961,0,0.037930725,0.066341725,0.062855725,0.060625725,0.045496725,0.042174725,0.046536725,0.030076725,0.043892725,0.043897725,0.052920725,0.096420725,0.027220725,0.053420725,0.026420725,0.029320725,0.082920725,0.032120725,0.049120725,0.030720725,0.071720725,0.015020725,-0.003999275,0.000820725,9.17E-05,-0.005888767,7.90E-05,0.000566667,0.002265124,0.001979275,0.043471725,0.00952,0,-0.020016985,0.005,0.001607
12/1961,0,-0.000185767,0.003354233,-0.009504767,-0.007951767,-1.18E-05,-0.010166767,-0.017401767,-0.019799767,-0.015027767,0.005245233,-0.033731767,0.019068233,0.003768233,0.035768233,-0.007631767,-0.011531767,0.031168233,-0.044231767,-0.005231767,-0.022331767,-0.044631767,-0.003931767,-0.014581767,-0.004731767,0.000550233,-0.009947307,0.000148,0.00055,0.002348668,0.002131767,-0.001418767,0.00045,-8.33E-05,-0.008708163,0.001,0.001864
01/1962,1,0.049106693,0.003612693,0.012914693,-0.004428307,-0.006475307,-0.033333307,-0.027970307,-0.020257307,-0.023815307,-0.047141307,-0.063840307,-0.011740307,-0.032240307,-0.001240307,-0.055340307,-0.048040307,-0.062940307,-0.027940307,-0.088440307,-0.048340307,-0.049640307,0.005959693,-0.003550307,0.005859693,0.000755693,0.013307019,0.000254,0.000541667,0.00230624,0.002140307,-0.038287307,0.02271,-4.17E-05,0.00368528,-0.003,0.002348
02/1962,0,0.020352019,0.014796019,0.011734019,0.002219019,0.007602019,0.013173019,0.021646019,0.008536019,0.013059019,0.019970019,0.000202019,-0.017297981,0.006102019,0.051402019,0.026002019,-0.006097981,0.038802019,0.024102019,0.014202019,0.035502019,0.035802019,0.001802019,0.008203019,0.003102019,0.000594019,-0.008508239,0.000237,0.000541667,0.002299995,0.002097981,0.017414019,-0.010501,-8.33E-05,-0.003227519,0.011,-0.001344
03/1962,0,-0.012833239,0.003040761,-0.016277239,-0.003857239,-0.014509239,-0.010415239,-0.015008239,-0.011689239,-0.004081239,-0.006119239,-0.013267239,-0.013967239,-0.000767239,-0.018867239,-0.016367239,-0.001667239,-0.031667239,0.017532761,0.006832761,0.003132761,-0.021567239,-0.020267239,0.023062761,0.012832761,0.000486761,-0.070409409,0.000197,0.000575,0.002375704,0.002267239,-0.006955239,-0.00633,-8.33E-05,-0.00415053,-0.002,0.002007
04/1962,0,-0.067831409,-0.076121409,-0.078297409,-0.082060409,-0.078995409,-0.063074409,-0.065455409,-0.066216409,-0.069588409,-0.063938409,-0.069675409,-0.045775409,-0.085775409,-0.038475409,-0.063575409,-0.126175409,-0.049375409,-0.030175409,-0.046475409,-0.112375409,-0.076975409,-0.071275409,0.005926591,0.011924591,0.000558591,-0.100317805,0.000169,0.0006,0.002566545,0.002275409,-0.065710409,-0.002702,5.83E-05,0.008407023,0.005,-0.001044
05/1962,0,-0.111782805,-0.099913805,-0.090704805,-0.113548805,-0.105854805,-0.108328805,-0.099170805,-0.101075805,-0.087662805,-0.081826805,-0.114631805,-0.053131805,-0.088331805,-0.051931805,-0.085731805,-0.109531805,-0.073231805,-0.106731805,-0.092931805,-0.111131805,-0.099931805,-0.069231805,0.002443195,-0.002131805,-0.000339805,-0.087587071,-0.000106,0.000616667,0.002906106,0.002131805,-0.086751805,-0.016275,0,0.007603306,-0.01,0.002296
06/1962,0,-0.076491071,-0.081102071,-0.094982071,-0.077600071,-0.087649071,-0.083552071,-0.082971071,-0.092612071,-0.074645071,-0.086680071,-0.090462071,-0.068162071,-0.099962071,-0.051062071,-0.094662071,-0.120462071,-0.087662071,-0.053462071,-0.105062071,-0.128362071,-0.110562071,-0.084062071,-0.010012071,-0.005062071,0.000164929,0.061750079,0.000136,0.000591667,0.002847507,0.002462071,-0.085077071,-0.00865,-7.50E-05,0.017224364,0.006,0.001937
07/1962,0,0.073315079,0.071230079,0.072756079,0.054515079,0.049834079,0.057151079,0.051579079,0.058567079,0.054689079,0.066853079,0.049950079,0.084450079,0.045650079,0.046750079,0.073150079,0.112050079,0.070050079,0.072250079,0.041350079,0.075550079,0.081650079,0.037650079,-0.013139921,-0.003749921,0.000861079,0.026237245,0.000522,0.000591667,0.00278157,0.002249921,0.063188079,0.02279,5.83E-05,-0.025509801,0.005,-0.000584
08/1962,0,0.023339245,0.017992245,0.036569245,0.027500245,0.032692245,0.018486245,0.029755245,0.022731245,0.020727245,0.019214245,0.006641245,0.035541245,0.016841245,0.016141245,0.036941245,0.028141245,0.013541245,0.029441245,0.040741245,-0.081458755,0.035741245,0.036341245,0.016452245,0.012041245,0.000602245,-0.063297137,0.000243,0.000591667,0.002816092,0.002258755,0.020651245,-0.013011,3.33E-05,-0.005768597,0.012,0.00218
09/1962,0,-0.057670137,-0.070190137,-0.077436137,-0.067122137,-0.067163137,-0.057957137,-0.057590137,-0.054394137,-0.055279137,-0.049699137,-0.058584137,-0.030984137,-0.073684137,-0.020084137,-0.033484137,-0.096184137,-0.062784137,-0.030684137,-0.068084137,-0.042784137,-0.058784137,-0.060284137,0.003796863,0.006615863,0.000571863,-0.02397652,0.000433,0.000591667,0.002937511,0.002284137,-0.052397137,-0.000581,-8.33E-06,0.014280596,-0.008,-0.001228
10/1962,0,-0.03745652,-0.04198852,-0.02954052,-0.04226852,-0.02997052,-0.01734152,-0.01980052,-0.00611952,-0.00652752,0.00998948,-0.03488952,0.02111048,-0.00408952,-0.00498952,0.04151048,-0.00218952,0.02561048,-0.01298952,-0.01538952,0.02261048,-0.00888952,0.01341048,0.00628648,0.00471048,-0.00026052,0.135730276,4.10E-05,0.000591667,0.002775927,0.00208952,0.00214948,-0.006976,-8.33E-05,0.001045217,0.005,0.002533
11/1962,0,0.120065276,0.136039276,0.139100276,0.141453276,0.133729276,0.121688276,0.134001276,0.124121276,0.122395276,0.101286276,0.118624276,0.069224276,0.136124276,0.104824276,0.117624276,0.145824276,0.069324276,0.073724276,0.109524276,0.173624276,0.139124276,0.151524276,-0.000160724,0.003924276,0.000149276,-0.011715171,-0.000155,0.000566667,0.002687314,0.002275724,0.109522276,0.018085,-8.33E-05,-0.005879438,0.003,0.002021
12/1962,0,-0.012377171,-0.025881171,-0.018983171,-0.016399171,-0.030279171,-0.005633171,-0.011577171,0.011869829,0.010199829,0.015213829,0.011812829,0.026512829,-0.019787171,0.044412829,0.007312829,-0.009487171,0.008312829,0.031912829,-0.001887171,0.006412829,0.013612829,0.009312829,0.001006829,-0.000187171,5.83E-06,0.075722867,7.00E-05,0.000583333,0.002595899,0.002487171,0.010563829,0.018006,-5.83E-05,-0.002973246,0.003,0.002519
01/1963,1,0.114039867,0.109049867,0.100053867,0.074024867,0.080817867,0.063915867,0.064543867,0.057532867,0.053982867,0.042625867,0.056937867,0.061337867,0.059237867,0.024437867,0.042737867,0.058737867,0.038837867,0.050137867,0.038437867,0.054037867,0.033837867,0.060537867,-0.002562133,0.003437867,0.000333867,-0.017174384,0.000107,0.000583333,0.002570452,0.002462133,0.048836867,0.0215,6.67E-05,0.002694797,-0.007,0.002512
02/1963,0,-0.004838384,-0.012934384,-0.010579384,-0.024252384,-0.017189384,-0.016750384,-0.021648384,-0.019728384,-0.019966384,-0.027634384,-0.032794384,-0.032594384,-0.019994384,-0.015494384,-0.039894384,-0.060494384,-0.013294384,-0.017094384,-0.008994384,-0.028194384,-0.005894384,-0.006294384,-0.001641384,-9.44E-05,3.26E-05,0.018475682,0.000119,0.000575,0.002588701,0.002394384,-0.024927384,0.013647,3.33E-05,0.011335658,0.009,0.00226
03/1963,0,0.009439682,0.005090682,0.024962682,0.011243682,0.015058682,0.016071682,0.013019682,0.022524682,0.030743682,0.036132682,0.023305682,0.072005682,0.020505682,0.067305682,0.034705682,0.027005682,0.017005682,0.015505682,0.017805682,0.009405682,0.020605682,0.029905682,-0.001529318,0.000205682,0.000148682,0.036089071,0.000049,0.00055,0.002480451,0.002394318,0.031818682,0.002735,2.50E-05,-0.002412636,-0.003,-0.001027
04/1963,0,0.020096071,0.031729071,0.047096071,0.036026071,0.028263071,0.028777071,0.044460071,0.047457071,0.036228071,0.048798071,0.021389071,0.054289071,0.042289071,0.058089071,0.042889071,0.071089071,0.034889071,0.021589071,0.052089071,0.073789071,0.034089071,0.070289071,-0.003590929,-0.007510929,-0.000103929,0.030191401,-2.70E-05,0.000525,0.002439561,0.002410929,0.045492071,0.00608,-5.83E-05,-0.00084648,0,0.002661
05/1963,0,0.051395401,0.045932401,0.035209401,0.031083401,0.036699401,0.030241401,0.025449401,0.019245401,0.018288401,0.015367401,0.016512401,0.076112401,0.026412401,-0.003587599,0.007212401,0.039712401,-0.008887599,0.007812401,0.023412401,-0.004987599,0.001712401,0.053812401,-0.000231599,0.002312401,0.000245401,-0.018279432,0.000122,0.000508333,0.002448533,0.002487599,0.017910401,0.017544,0,0.011418959,0.007,0.00243
06/1963,0,-0.025862432,-0.016914432,-0.014486432,-0.020909432,-0.018883432,-0.020504432,-0.020343432,-0.023086432,-0.009470432,-0.022637432,-0.016304432,-0.030404432,-0.028904432,0.009595568,-0.030804432,-0.052204432,-0.021904432,-0.013704432,-0.016104432,-0.013404432,-0.012404432,-0.017404432,-0.000572432,0.001795568,-0.000420432,-0.012239905,-8.00E-05,0.000483333,0.002493449,0.002504432,-0.020504432,0.005568,-0.000133333,-0.015614074,0.001,-0.000997
07/1963,0,-0.011243905,-0.003362905,-0.022353905,-0.009425905,-0.019178905,-0.018635905,-0.019030905,-0.013675905,-0.007331905,-0.000606905,-0.007480905,-0.004780905,-0.017880905,0.020319095,-0.013980905,-0.009280905,-0.004880905,0.005419095,-0.012880905,0.003019095,-0.008680905,-0.025980905,0.000516095,0.000219095,7.41E-05,0.048194814,0.000151,0.00045,0.002434172,0.002580905,-0.004450905,-0.013397,-0.000133333,-0.002963412,0.01,-0.000484
08/1963,0,0.031043814,0.038500814,0.060880814,0.048505814,0.053776814,0.046621814,0.052935814,0.053582814,0.053277814,0.050835814,0.046149814,0.062749814,0.065149814,0.036549814,0.047049814,0.048449814,0.040149814,0.039249814,0.061549814,0.092849814,0.040049814,0.061149814,-0.000604186,0.000749814,0.000203814,-0.022384384,0.000202,0.000441667,0.002379318,0.002750186,0.051332814,0.002654,1.67E-05,0.00377801,-0.01,0.002484
09/1963,0,-0.016490384,-0.024015384,-0.029345384,-0.022924384,-0.024397384,-0.017875384,-0.034111384,-0.016383384,-0.024222384,-0.011688384,-0.019785384,-0.005285384,-0.010885384,-0.039285384,-0.011285384,0.000714616,0.020714616,-0.027885384,0.006814616,-0.043485384,-0.035385384,-0.033785384,-0.002445384,-0.005185384,-0.000158384,0.013559749,-3.50E-05,0.000425,0.002392476,0.002885384,-0.015511384,-0.00144,-3.33E-05,0.016967222,-0.004,0.002755
10/1963,0,0.003905749,0.033392749,0.023772749,0.009784749,0.004317749,0.012799749,0.018548749,0.004381749,0.016625749,0.032998749,0.023732749,0.094432749,0.022332749,-0.005967251,0.025032749,0.080732749,0.031232749,-0.009467251,0.002432749,0.031032749,0.004032749,0.016032749,-0.005347251,0.002132749,0.000224749,-0.010408582,0.000235,0.000425,0.002425101,0.002767251,0.026580749,0.00028,-0.00005,-0.004311053,0.005,-0.000338
11/1963,0,-0.026231582,-0.013975582,-0.007077582,-0.009140582,-0.014274582,-0.020655582,-0.006307582,-0.008101582,-0.003010582,-0.008103582,-0.014075582,-0.051175582,-0.006875582,-0.014275582,0.015424418,-0.005875582,0.038824418,-0.012975582,-0.015075582,-0.019275582,-0.025675582,0.017524418,0.002303418,-0.001275582,0.000430418,0.004471398,0.00011,0.000416667,0.002393151,0.002775582,-0.007846582,-0.005579,8.33E-06,0.027405297,0.011,0.002659
12/1963,0,-0.013078602,-0.012464602,-0.008298602,0.010388398,0.002218398,0.014809398,0.008850398,0.016361398,0.013179398,0.023500398,0.025172398,-0.000227602,0.006472398,0.043572398,0.037372398,0.026972398,-0.004327602,0.021272398,0.000472398,0.012472398,0.013172398,0.033272398,-0.003547602,-0.006327602,0.000546398,0.017460758,0.000358,0.000366667,0.002329049,0.002927602,0.019588398,0.00182,3.33E-05,-0.025509706,-0.001,-0.000187
01/1964,1,0.045272758,0.027029758,0.015262758,0.024909758,0.004546758,0.008496758,0.011080758,0.008500758,0.012240758,0.028058758,0.005005758,0.009005758,0.021705758,0.045505758,0.028205758,0.026905758,0.030605758,0.011105758,0.022205758,0.033905758,-0.014294242,0.025505758,-0.004254242,0.005805758,-0.000403242,0.023567476,4.20E-05,0.000391667,0.002307932,0.002894242,0.022852758,0.02066,-2.50E-05,0.014996184,0.012,0.002866
02/1964,0,0.035273476,0.018575476,0.029264476,0.029803476,0.020082476,0.023236476,0.023739476,0.024749476,0.016544476,0.011789476,0.015729476,0.018429476,0.028629476,0.007629476,0.016829476,0.016129476,-0.005770524,0.005729476,0.013229476,0.013629476,0.034629476,0.062629476,-0.004060524,0.002429476,0.000540476,0.02879453,0.000109,0.000375,0.002273689,0.002970524,0.014670476,0.00929,5.00E-05,0.006107008,0.006,0.002636
