ORF,Ca_5_min,Ca_15_min,Ca_30_min,Ca_60_min,Ca_FK506_5_min,Ca_FK506_15_min,Ca_FK506_30_min,Ca_FK506_60_min,Ca_Ca_FK506_15_min,Ca_Ca_FK506_30_min,crz1_Ca_15_min,crz1_Ca_30_min,Na_15_min,Na_30_min,Na_45_min,Na_60_min,Na_FK506_15_min,Na_FK506_30_min,Na_FK506_45_min,Na_FK506_60_min,Na_Na_FK506_30_min,Na_Na_FK506_45_min,crz1_Na_30_min,crz1_Na_45_min
YAL045C,0.357462964,0.49606016,0.864964289,0.839167735,0.191400754,0.050912194,0.37757144,0.612269722,0.221291449,0.203706738,0.501449113,0.305034657,-0.161,-0.59,-0.58,-0.426,-0.164,-0.522,-0.645,-0.802,0.178561742,0.120366974,0.342463341,0.217691387
YAL046C,0.127428086,0.204822376,0.31491505,0.651324436,-0.586523814,-0.549861418,-0.502305467,0.01916264,0.158649408,0.331068246,0.355727619,0.307125908,,-0.367,-0.094,0.071,-0.095,-0.386,-0.481,-0.845,0.436392968,0.15856727,-0.005,0.055311894
YAL049C,0.869125599,1.561805427,1.693727619,1.301644082,1.01318859,1.1490785,1.191000347,0.099795892,0.192374987,-0.075978822,0.049691387,-0.203454166,-0.06,-0.751,-0.532,-0.377,-0.359,-0.495,,-0.518,0.445947802,0.36976208,0.135049906,0.080000347
YAL053W,1.323138625,1.655601963,1.695271046,1.004126668,0.266,0.39857144,0.92181382,0.544802581,-1.48134848,-0.599068587,-1.558182395,-1.489571914,-0.497,0.425,0.409,0.269,0.457,0.19,0.307,0.491,-0.611674064,-0.666497834,-1.272711097,-0.753999653
YAL055W,0.802217375,0.917644082,0.361796701,0.012152265,0.829984916,0.693727619,0.19374347,-0.270961135,0.373658478,0.244984916,0.007095623,0.200138625,0.295,-0.019,0.321,0.169,,0.308,,,0.38217339,0.325080168,0.233232183,0.031
YAL056W,0.021052431,0.121307107,-0.244298302,-0.549133739,0.078681334,-0.153951869,-0.629612468,-0.71683444,-0.107194573,-0.189274788,0.055008664,0.005216598,-0.408,-0.2,-0.481,-0.05,0.17,0.05,0.06,0.11,-0.108752695,-0.013536222,-0.343536222,-0.177977819
YAL058C-A,-0.121903196,0.321495087,0.175422716,0.121691387,-0.247615531,0.134831963,0.092067927,0.329994494,0.239279601,-0.022544967,0.002800805,-0.011052166,,-0.521,-0.421,,,,,,-0.057585032,-0.110369395,0.271484337,0.069443508
YAL064C-A,-0.081692893,-0.234,-0.161525345,,-0.161063275,-0.270664218,,-0.376,-0.072012686,-0.211,-0.006,-0.121,,-0.484,-0.656,-0.275,0.128,0.134,0.261,1.121,0.177,0.031438705,0.051,-0.232
YAL064W,-0.211,-0.261922022,-0.425,,-0.931,-0.77,-0.778,-0.238260945,0.0949425,-0.09,,0.121,-0.176,,0.092,-0.112,0.124,0.162,0.538,,,-0.063,,
YAL064W-B,-0.407537036,-0.520963587,-0.242398037,-0.436741364,-0.085874431,-0.574754106,-0.352,-0.303419471,-0.11584906,-0.236,0.052252637,-0.146,,-0.532,-0.377,-0.088,-0.116,-0.038,-0.154,0.583,-0.13,-0.066012686,-0.1519063,-0.183931754
YAL068C,-0.024998614,-0.16132632,-0.196063275,-0.130636501,0.029474655,-0.469556492,-0.632419239,-0.252302455,-0.02643273,-0.19776493,-0.143,0.029866037,-0.032,0.653,0.637,0.644,-0.312,0.265,0.471,0.505,-0.437092406,-0.097674064,-0.089423889,0.037311894
YAL069W,-0.411522956,-0.323544967,-0.17487073,-0.473293262,-0.180796223,-0.45474343,-1.059,,0.160125599,0.002221872,-0.103555957,-0.138599398,,0.909,0.529,0.358,0.288,0.397,0.086,-0.246,-0.178688581,-0.116785852,0.53121275,0.186670862
YAR002W,-0.660124067,-1.015798212,-0.76020789,-0.644763028,-0.720818085,-0.393599398,-0.331500609,0.002315074,-0.179,-0.043112161,-0.344,-0.288622614,0.513,0.045,0.003,0.134,,-0.08,-0.268,,0.105871238,0.03796005,-0.058253627,-0.138967907
YAR003W,0.276349025,0.191097779,-0.480201642,0.060419005,0.582677442,0.999320911,0.335485509,0.310958854,0.163113729,0.226463778,0.389611269,0.243743368,-0.184,-0.087,0.076,-0.205,-0.029,0.093,0.16,-0.069,-0.071105644,0.21657144,-0.05218618,0.120768174
YAR009C,-0.269445553,0.025701698,-0.20042141,-0.259688106,-0.090128762,0.001307107,-0.134922022,-0.137194573,0.035424511,-0.094769774,0.422805427,0.414189484,0.09,-0.502,-0.453,-0.393,-0.076,-0.17,-0.14,-0.19,-0.137725525,-0.154150815,-0.123536222,-0.004783402
YAR010C,0.129583263,0.359249249,0.197554447,0.14568409,0.121067546,0.095701698,0.092022181,0.163113729,0.244795892,0.352067927,0.279691387,0.129750441,-0.125,-0.492,-0.249,-0.212,-0.22,-0.268,-0.034,-0.223,-0.191248638,-0.165759723,-0.227120712,-0.27835928
YAR014C,-0.666189569,-0.98382661,-0.691808332,-0.864401592,-0.729575489,-0.496169326,-0.822866025,-0.359865609,-0.300931754,-0.259878124,-0.400038327,-0.370142418,,,-0.132,-0.12,,0.022,,-0.14,-0.087,-0.607555957,-0.573134677,-0.452800383
YAR030C,-0.736,-0.606971928,-0.513,,,0.04,-0.16,-0.26,0.386,0.012,,0.238,-0.194,0.055,0.169,-0.028,-0.309,0.041,0.158,0.061,-0.463,-0.722,0.206629301,0.16591505
YAR047C,-0.467698563,-0.271,0.398189041,-0.287360305,,,,-0.577,-0.352682286,-0.553,-0.175,-0.112,,,,,,,,,-0.31808495,-0.544120712,-0.149,-0.51687073
YAR053W,-0.711350592,-0.416046909,0.148550148,-0.062741543,,-0.376,-0.34129106,-0.323,0.022016982,-0.223916322,-0.164,-0.431911279,-0.444,-0.788,-0.439,-0.362,-0.239,-0.344,-0.374,-0.079,-0.691,-0.131,0.095685737,-0.126983018
YAR064W,-0.701,,,,,-0.49,-0.38,-0.469036056,-0.458,-0.142,-0.447,0.038163786,0.146,-0.403,-0.808,-0.516,,-0.096,-0.653,-0.477,-0.108,-0.632,0.490324858,0.060675446
YAR066W,-0.286,-0.623778128,-0.556,-0.513,-0.448515243,-0.521,-0.521,,0.024853845,,0.13456727,-0.052,,,-0.346,,,,,,-0.096102663,-0.217536222,-0.078,-0.021397248
YAR069C,,-0.277,-0.250324554,,,-0.59,-0.28,,-0.492743396,-0.06542193,-0.35,0.346,0.345,-0.058,-1.003,-0.818,,-0.724,-0.919,-1.233,0.232,0.065,0.47610572,0.105725348
YAR070C,-0.32,-0.129214615,-0.246702708,-0.543,-0.741,-0.27,-0.348,-0.21,-0.019624721,0.253708021,,0.075931413,-0.438,-1.126,-0.392,-0.585,0.257,-0.047,-0.243,-0.422,0.053,0.08638623,0.229967601,0.021685737
YAR075W,-0.414688106,-1.013932073,-0.532664218,-0.062329172,-0.133301552,-1.43394614,-0.882063068,-0.381401592,-0.222622614,0.126249249,-0.186218514,-0.078996881,-0.004,-1.309,-1.83,-1.586,0.005,-1.288,-1.775,-1.718,0.278304789,-0.382216103,0.523272676,-0.065417488
YBL005W-A,-0.22117968,0.041987314,-0.108944518,-0.12632632,-0.264682823,-0.054848171,-0.26792381,-0.053217792,-0.073628532,0.278886924,0.600818767,0.495038904,-0.099,-0.542,-0.37,-0.264,-0.311,-0.277,-0.47,-0.363,-0.108405647,-0.012007117,0.046666904,0.0510785
YBL005W-B,-0.690052166,-0.63061377,-0.876479397,-1.12076416,-0.251861375,-0.290255281,-0.488314263,-0.001999653,-0.017718185,-0.182483995,0.167221872,0.29352504,0.246,0.199,0.476,0.5,0.148,0.383,0.423,0.77,0.027301437,0.330705787,-0.087339802,-0.160324554
YBL006C,0.14057859,0.54118333,0.576868245,0.331551615,0.138075509,0.631522443,0.318527286,0.119582512,0.022100157,0.06257807,0.358110518,0.18817339,-0.406,-0.961,-0.437,-0.221,-0.44,-0.562,-0.391,-0.054,0.555670828,0.569561742,-0.007314186,-0.260575489
YBL009W,-1.44002801,-2.201378373,-2.178997324,-0.186499606,-1.02,-1.03570483,-0.770254702,0.456067927,-0.063,0.666309339,,-0.039,0.018,-0.515,-0.466,-0.669,-0.017,-0.336,-0.51,-0.297,-0.673,-0.004360305,0.104810431,0.285868075
YBL010C,0.112909921,-0.171734073,-0.855102995,0.128420881,0.209500394,0.457502547,-0.002195066,0.365938004,0.037315074,0.4389474,0.253443508,-0.014153897,-0.28,-0.331,0.036,-0.112,-0.413,-0.4,-0.238,-0.166,-0.187608203,0.126336665,0.023055482,0.259
YBL012C,-0.59103995,-0.877159462,-1.33715614,-1.107656941,-0.62,-0.653550887,-0.67,-0.084798104,-0.695958387,-0.172847735,-0.437249085,-0.185200344,-0.49,-0.147,-0.126,-0.242,-0.454,-0.284,-0.366,0.006,-0.622741543,-0.850041029,-0.305999653,-0.218536659
YBL028C,-2.255204108,-2.6795809,-1.784954768,0.048430448,-1.449,-3.265591737,-1.165835421,-0.34,0.21165804,0.865443508,-0.683989627,-0.49210298,-0.242,-1.779,-2.667,-2.101,-0.079,-1.339,-2.532,-2.658,0.40502762,-0.343074499,1.103804407,0.304400602
YBL029W,-0.773177624,-0.291784841,0.006529165,-0.072515243,-0.482862125,-0.046485357,0.100214785,0.016755966,0.466645556,0.622601963,0.279107527,0.360580607,0.802,-0.026,-0.119,0.213,0.251,0.158,0.077,-0.374,0.23755521,0.045375114,0.541424511,0.068986377
YBL032W,-0.41008495,-1.092,-1.21449861,-0.401989627,-0.294778128,-0.29,-0.332870231,0.466950595,0.602366974,0.838344705,0.152810431,0.462016982,0.643,-0.085,-0.176,-0.284,-0.095,-0.567,-0.601,-0.711,0.385948599,0.080973306,0.358201788,0.327
YBL044W,0.334582512,0.557,0.277563162,,-0.329,0.222987314,0.009557487,-1.06,-0.097785852,-0.32520789,-0.187771164,-0.669275524,0.383,1.379,1.529,1.362,0.575,1.184,1.178,1.135,0.204138528,0.318514643,0.611394203,0.483746373
YBL046W,0.291527286,0.19889702,0.263854156,0.231322367,-0.181977819,0.131726609,0.172228836,0.06445692,0.074598408,-0.017063068,0.178125109,0.023444043,0.23,0.356,0.577,0.346,0.103,0.289,0.501,0.374,0.39989702,0.546040862,0.153100157,0.327500087
YBL048W,0.07250139,0.511,0.93886406,0.25147462,-0.79,0.521495222,0.373925501,-0.385,0.101012477,-0.046629007,-0.029600342,0.126519495,-0.089,0.191,0.566,0.413,0.156,0.059,0.384,0.248,0.332216598,0.349097779,0.210112909,0.170311894
YBL049W,0.351724976,1.085125908,0.891514177,0.228484337,0.016535981,0.839437774,0.697265434,-0.04825653,0.334217375,0.206765446,-0.082131925,0.131311894,0.057,0.15,0.781,0.899,0.34,0.483,0.239,0.436,0.41896939,0.405865323,0.113100157,0.12784386
YBL053W,-0.847629007,-1.02525653,-1.006370335,-0.353847166,-0.608763043,-1.184572641,-1.008142418,-0.193,-0.032887713,0.116299016,-0.153,-0.149790597,-0.262,-1.3,-0.825,-0.98,-0.146,-0.375,-0.417,-0.4,-0.516903196,-0.007555957,0.025241105,-0.14032632
YBL054W,-2.956,-2.359242966,-1.562206605,-0.319375007,-2.418,-2.81,-0.340485445,0.231307107,-1.256810751,0.481973306,,-1.380797739,-1.091,-1.874,-1.582,-1.814,-0.869,-1.531,-1.56,-2.236,-0.682749531,-0.684847166,0.149091598,-0.355550417
YBL055C,-0.191314263,0.461008664,0.958433712,0.462333032,-0.787633026,0.042354018,0.700230226,0.586887839,-1.405708551,-0.728525345,-1.602,-0.99193984,-0.148,-0.92,-1.151,-0.84,0.042,-0.595,-1.019,-1.259,-0.362058647,-0.33158217,0.007685737,-0.46
YBL057C,0.034088721,0.455370993,0.359086547,0.30174347,0.343745298,0.48014833,0.361743368,0.226189041,0.11318333,0.287040862,0.346961673,0.377138625,0.178,-0.189,-0.041,0.086,0.309,0.09,0.071,-0.305,0.10486406,0.508113729,0.605012477,0.51385338
YBL059W,-0.004169326,0.514665262,0.228013548,-0.085536222,-0.03249861,0.36491505,0.192491753,-0.1119063,0.211743368,0.345068393,0.363,0.501022181,0.176,-0.337,-0.072,,0.132,-0.262,-0.165,-0.507,-0.448461791,0.114992883,0.340521184,0.070701698
YBL060W,-0.046427134,-0.005,-0.391995478,-0.410138789,0.048,0.071199972,0.08119868,-0.184314753,0.041281365,0.412554151,0.253514643,0.298000884,-0.585,-0.47,-0.245,-0.416,-0.473,-0.349,-0.248,-0.388,-0.027664218,-0.012007117,0.095961673,-0.049525593
YBL062W,-1.226,-1.431043145,-1.300144135,-0.437294213,-1.017678146,-1.57,-0.625477557,-0.343217792,-0.055,0.548236972,0.120675446,0.157315074,-0.067,-0.796,-0.739,-0.48,-0.232,-0.762,-0.648,-0.697,0.099002676,-0.08962024,0.293587889,0.076510484
YBL065W,-0.511,-0.132,-0.169,,,,,,-0.256274788,0.09,,-0.117,-0.036,0.523,0.48,0.58,0.578,0.207,0.243,0.201,-0.737,-0.479,0.177964949,0.128
YBL070C,,-0.507,-0.451,,-0.84045537,-0.127,0.589611269,-0.045367577,-0.514,0.044,-0.675,-0.233141883,-0.127,-0.604,-0.906,-0.507,-0.034,,-0.739,-1.107,-0.018827515,0.101591568,0.309272676,-0.034
YBL071C,-1.128666968,-1.148,-0.644902221,0.212091598,-0.956103772,-1.568291979,-0.806750023,0.381426338,0.182236972,0.438,-0.453,-0.18883444,,0.07,-0.18,0.055,0.37,0.15,-0.18,0.02,0.046824989,-0.125329138,0.701805049,0.469022181
YBL077W,-0.637544967,-1.111544967,-0.626718185,-0.026628532,-0.51685167,-1.392525345,-1.235913976,-0.305735502,-0.025950094,0.314881884,0.364,0.065138625,0.607,-0.784,-1.42,-0.959,0.381,-0.584,-1.153,-0.997,0.291422716,0.10240845,0.451897005,0.179000347
YBL083C,-1.293407222,-1.944987523,-1.212692893,-0.174951869,-1.480204108,-1.326978822,-0.781454166,0.441632423,0.248745298,0.799336665,,0.281449583,0.227,-0.573,-0.579,-0.069,-0.078,-0.61,-0.682,-0.457,-0.079734566,-0.064164268,0.302269722,-0.214329138
YBL086C,1.037315074,0.26365152,-0.44380132,-0.839052166,1.210890602,1.696,0.48233422,-0.294245476,0.914086582,0.164,0.890644082,0.754866037,0.067,1.599,1.689,1.128,-0.066,1.175,1.339,1.244,0.373830674,0.933,-0.27580132,0.241866037
YBL095W,0.589621627,0.788766737,0.643095623,-0.051986452,0.590303542,0.558855865,-0.337063068,-0.849445553,0.20296939,-0.307330409,-0.067931607,-0.084256632,0.038,0.4,0.776,0.624,0.155,0.479,0.392,0.204,0.259507018,0.355611269,-0.200026694,0.050247305
YBL096C,0.286645643,0.736941353,0.244575998,-0.121499913,-0.400138854,-0.160007534,-0.752138789,-0.565957489,-0.48144479,-0.58802801,-0.287,-0.170689539,-0.148,0.154,0.397,0.27,-0.171,0.121,0.051,0.034,-0.571220623,0.126598408,-0.022438258,-0.059911279
YBL100C,-0.51690528,-0.462216103,-0.460798104,-0.876565677,-0.027,0.392216935,0.340389307,-0.204769774,-0.213997324,0.140545834,0.201484757,0.15517339,0.836,0.53,0.281,0.397,0.107,-0.131,-0.086,0.331,-0.241417319,-0.258485823,-0.231947569,-0.484016669
YBL101W-A,0.264228836,0.494463341,0.07047462,0.089202261,0.530602752,0.676048131,0.322649408,0.174580607,0.34216556,0.119004522,0.754658478,0.487582512,-0.148,-0.054,0.237,0.159,-0.135,-0.006,-0.083,0.283,-0.119536222,0.025013648,0.033502166,0.291230226
YBL101W-B,-0.249497834,-0.258314186,-0.182302455,-0.185663335,-0.03422034,-0.293695663,0.102158697,-0.103782625,0.2539425,0.038598408,0.541265434,0.315810431,0.129,-0.212,-0.044,-0.015,0.135,0.245,-0.059,-0.039,0.28747462,-0.178969708,-0.115790597,-0.01608753
YBL107C,-0.224002348,0.452799656,0.327151829,0.065956855,0.178835247,-0.234205308,0.527377751,-0.144004559,0.265527714,0.286521184,0.346221872,0.364582512,-0.278,-1.232,-0.713,-0.403,-0.072,-0.578,-1.02,-0.795,0.231871197,0.025422716,-0.306931754,-0.557314263
YBL109W,-0.633645138,-0.514983018,-0.504225454,-0.558,-0.188016229,-0.345,0.068,-0.262,-0.287861375,,-0.334,0.069,0.611,0.316,0.437,0.485,0.467,0.689,0.058,0.018,0.3120785,,0.270510484,0.153189249
YBL111C,-0.325464535,-0.128256632,-0.648052198,-0.787314263,-0.360393411,-0.602261448,-0.374628532,-0.386747363,-0.876473846,-0.081,-0.489026792,-0.428913337,0.164,0.415,0.1,,0.219,0.307,-0.027,-0.093,-0.134,-0.206,-0.261958387,-0.375
YBL112C,-0.568200344,-0.528994455,-1.038931607,-1.150983018,-0.247861375,-0.671887713,-0.744470835,-0.478771512,-0.551508247,-0.312142418,-0.573,-0.343177624,0.216,0.488,0.292,-0.096,-0.008,0.025,-0.067,-0.246,0.000964949,-0.350668181,-0.125489516,-0.306999653
YBL113C,-0.373793913,-0.346058647,-0.508911279,-0.386407222,-0.394874275,-0.49920789,-0.638266095,-0.456002348,-0.322650975,-0.167052198,-0.365111093,-0.238424002,0.398,0.339,0.187,,0.283,0.186,0.106,-0.12,0.158,-0.136,-0.185194573,-0.383911279
YBR005W,4.100377386,4.482216598,4.254527286,2.506,0.183841241,0.794984916,0.795936725,0.171553303,-3.884932073,-3.490197419,-4.268625013,-3.809199195,0.963,2.188,2.178,1.415,0.407,0.619,0.594,0.659,-2.185373526,-1.446035711,-2.292688106,-1.58034848
YBR007C,-0.67480132,-0.679485357,-0.840035051,-0.52,-0.507,-0.168919832,-0.179959326,0.129945516,0.038765446,0.021112287,0.279,0.133691387,-0.138,0.166,-0.06,-0.339,0.046,0.151,0.183,0.13,0.145,-0.362417319,-0.054120712,-0.013616331
YBR012C,-0.39025653,-0.298032399,-0.877920273,-0.195800383,-0.717537036,0.305,-0.31827392,-0.573974335,0.696353552,1.005,0.689621627,1.059075509,0.284,-0.142,-0.186,0.207,0.402,-0.179,-0.228,-0.274,0.748831963,0.625,0.060964289,0.042005545
YBR012W-A,0.063443508,0.147279601,0.350467374,-0.006203299,0.171890602,0.148437295,0.273952298,0.039724976,0.197342353,0.324846103,0.352,0.364645556,-0.354,-0.371,-0.339,-0.22,-0.238,0.087,-0.147,-0.185,0.377387726,0.139457406,-0.029043145,-0.12949922
YBR012W-B,-0.258800383,-0.098047357,-0.023217792,0.061463341,-0.808569226,-0.273159462,-0.356781602,-0.59634848,0.275795892,0.24413813,0.596443508,0.33295175,0.198,-0.531,-0.511,-0.205,0.004,-0.427,-0.304,-0.452,0.274377386,-0.003523814,-0.022007534,0.03776208
YBR013C,-0.25559155,0.272645643,0.540703851,-0.065991336,-0.476102663,-0.166974464,0.118032058,-0.431756841,0.296,0.028354862,0.321,0.323125109,-0.063,-0.235,-0.036,-0.013,-0.788,-0.254,-0.035,-0.165,-0.021063275,0.011042511,0.055209403,-0.127341522
YBR016W,1.600449113,1.754684076,1.737265927,0.70456727,-0.126784286,0.397648859,-0.247011993,-0.250986352,-0.894881047,-0.868261448,-1.148071551,-0.92032632,0.753,1.228,1.367,1.554,0.347,-0.131,0.62,0.594,-0.18908753,-0.298339431,-0.943097727,-0.764388731
YBR022W,0.321620458,1.448859934,1.58585338,0.750902273,-0.008373526,0.509509392,0.34885299,-0.120128762,-0.427959138,-0.381669338,-0.743747363,-0.59180132,-0.219,-0.687,-0.275,-0.253,0.17,-0.176,-0.327,-0.393,-0.097631216,0.014335782,-0.280825351,-0.443622614
YBR025C,0.000701698,-0.526959326,-0.604218514,0.23663462,0.461624993,-0.198038748,-0.207530223,0.455685247,0.235068393,0.27464072,0.018247305,-0.023708551,0.377,-0.808,-1.277,-1.2,0.348,-0.675,-1.331,-1.527,0.238529183,0.31095175,0.625800805,0.405377386
YBR027C,-0.512987523,-0.403,-0.72676493,-0.731,-0.378523814,-0.23,-0.69,-0.297904377,-0.101317797,-0.248957489,-0.212,0.064042511,-0.008,-0.035,0.148,-0.109,,0.334,0.232,0.317,-0.710499913,-0.18386187,0.43049042,0.122631781
YBR032W,-0.896650975,-1.691971928,-1.396700984,-1.213695663,-0.446951869,-1.3795186,-1.507458627,-0.545487905,0.119866037,0.375067546,0.234521184,0.02,-0.027,-0.549,-0.937,-0.501,-0.327,-0.529,-0.481,-0.746,0.64356727,0.138526196,0.541474655,-0.001381388
YBR042C,-0.240424588,-0.062378373,0.052866261,0.017199617,-0.005847166,0.200040674,0.046330662,-0.125892473,-0.136679089,0.15377966,0.024744719,0.074500087,-0.419,-0.672,-0.753,-0.698,-0.177,-0.699,-0.518,-0.418,0.107939394,-0.171536659,-0.205892473,-0.171887713
YBR047W,0.611746373,1.36379211,0.301961673,,0.844708021,1.992879288,0.997370993,-0.611874431,0.77150078,0.211354862,1.287,1.57261175,0.158,1.172,1.857,2.034,0.317,1.105,1.22,1.496,0.001469777,0.238013648,0.094907594,0.13338623
YBR051W,0.328,-0.456,,,,0.267561742,-0.338,-0.288312054,,-0.26,,0.247,0.4,1.285,1.05,0.513,0.334,1.222,0.944,1.005,-0.694694855,-0.319,-0.026,-0.019
YBR062C,0.607529165,1.432762119,1.459184717,0.586215159,0.163121876,1.043721389,0.923029183,-0.117318075,0.395890602,0.055,0.219444043,0.24158997,0.111,-0.047,0.364,0.965,0.036,-0.121,0.036,0.389,0.319158697,0.031360595,-0.012808332,-0.368145844
YBR064W,-0.279989627,0.176329107,-0.139377816,-0.744688106,-0.418,,0.304,,-0.488,-0.178650975,-0.288,-0.101515243,-0.141,0.911,0.566,0.205,0.034,0.869,0.867,1.162,-0.231105644,-0.08,-0.033763028,-0.29
YBR066C,1.861124686,-0.444784841,0.127744928,0.658529183,1.368214148,-0.657253627,-1.44,-0.074813806,-0.64394143,-0.990448099,-0.909231826,-0.892873332,0.529,1.314,1.131,0.641,0.21,0.673,0.413,-0.007,-0.622298077,-0.07709875,-0.525332074,-0.191544967
YBR075W,-0.613887091,-0.848063275,-0.47551873,-0.33334848,-0.150417319,-0.033047702,0.121542912,0.259262096,-0.151231826,0.109201788,0.037514643,-0.122350592,-0.407,-0.907,-0.851,-0.813,-0.128,-0.626,-0.573,-0.255,0.077285297,0.148322367,-0.186308613,-0.021393864
YBR077C,0.936563162,0.957041935,0.394587889,0.88756727,0.957953091,0.74497199,0.44,0.443529183,0.147527074,0.442675446,0.45250139,0.021936725,0.168,0.268,0.671,0.571,0.194,0.371,0.12,0.382,0.126724476,0.121846103,0.107152834,0.015531278
YBR089W,-1.174899843,-1.816688106,-1.43587526,0.624689324,-0.485861418,-1.378612468,-0.339428028,0.401125109,0.145941353,1.447510484,0.519509148,0.154419005,-0.733,-0.922,-0.665,-0.876,-0.413,-0.556,-0.204,-1.05,-0.09922034,-0.142169326,0.030645643,0.341572866
YBR090C,0.199331819,0.004984916,0.409992883,0.720138625,0.111301342,-0.293051401,0.385526495,0.48,0.618817605,0.767100157,0.530034657,0.59,0.465,-0.506,-0.459,-0.283,0.128,-0.584,-0.586,-0.664,0.491199972,0.581097779,0.121697545,-0.184783402
YBR096W,0.482529165,0.920279601,1.767380714,1.249538209,0.720798358,1.002038664,1.272038865,1.029322367,0.109986377,-0.055298302,0.378890602,0.259086582,0.211,0.021,0.484,0.628,0.43,0.571,0.401,0.399,0.258244975,0.122022181,0.270675446,0.206022181
YBR099C,0.20255521,-1.349051401,-0.916,-0.635750751,0.363,-1.37,-1.03,-0.33,-0.362405156,-0.14242856,,0.22552504,0.185,0.919,1.104,1.074,0.133,1.081,1.364,0.945,0.422997652,0.367603533,0.703,0.700125725
YBR100W,-0.623743396,-1.17710298,-0.655,-0.432,-0.743,,-0.606,-0.994,,-0.31,,,0.341,1.108,0.574,1.096,0.165,0.158,0.969,0.3,-0.203750751,-0.106,0.23205386,0.248
YBR103W,-0.117158759,-0.229994455,-0.179120712,0.268766737,0.037997652,0.56,0.683310461,0.563943054,0.187804407,0.381273215,0.218526196,-0.034695211,-0.491,-0.447,0.004,-0.119,-0.638,-0.15,0.086,-0.045,-0.090959326,0.258,-0.123417488,0.001857582
YBR113W,-0.380599246,-0.517052166,-0.649169326,-0.771959138,-0.006,-0.418129274,-0.49,0.025992466,-0.504846068,-0.159026694,-0.076298077,-0.227720399,-0.081,0.147,0.168,0.12,0.09,0.231,0.469,0.539,-0.185822546,-0.35778725,0.026714849,0.03105857
YBR124W,,-0.561,,,,-0.1,-0.243,,-0.418,-0.386,,0.165,0.206,0.745,0.777,0.467,0.128,0.148,0.636,0.586,-0.789,-0.588,0.209,
YBR134W,-0.112360305,-0.237977819,-0.255305467,-0.362254702,-0.345650975,-0.197961336,-0.39422034,-0.105546259,0.132400754,0.286,,-0.185,-0.042,0.083,0.037,-0.011,0.324,0.24,0.426,0.249,0.127,0.19556682,0.219504246,0.29
YBR137W,0.47397199,1.190443508,1.338602752,1.156032058,0.627,0.89,0.885976522,0.58,0.33463462,0.22391247,0.359538209,0.177765446,-0.168,-0.854,-0.311,-0.139,-0.081,-0.417,-0.483,-0.284,0.618007196,0.466786038,-0.079972958,-0.351256632
YBR141C,-0.803427134,-0.248097727,-0.225218514,0.515670862,-0.776495754,-0.37,-0.110189569,0.73,-0.51808753,0.549983959,-0.014931607,-0.196436838,-0.203,-0.836,-0.79,-0.721,-0.324,-0.689,-0.943,-1.197,0.058422716,0.036859585,0.222,0.00464072
YBR147W,,0.963495222,1.814,,-0.7,1.33,1.17,0.603440067,0.526947802,0.330086024,0.513868075,-0.142058647,0.279,1.234,1.598,1.816,0.197,1.049,1.462,1.549,0.345,0.316973306,-0.233,-0.134
YBR168W,1.081329107,1.219206087,0.819270673,0.355437774,0.904146437,1.7169425,0.94015587,0.513774546,0.160645556,0.021325936,0.122028072,0.248529165,0.2,0.825,1.028,0.797,0.248,0.953,0.915,0.946,0.181016982,0.205538209,0.03589702,0.137333032
YBR174C,-0.398012686,-0.14059155,-0.346669338,,,0.060383669,0.06,-0.438973997,-0.322645982,-0.332,0.119,0.243377386,-0.07,0.048,0.088,-0.117,0.037,0.129,-0.014,0.024,-0.346,-0.526416737,0.254161886,
