Station	Year	Month	Date	SH	Tmean	Tmax	Tmin	WindSpeed	RH	Rain	Pressure	SoilTemp	EVP
54406	1981	1	1	8.3	-9.4	-5.2	-12.4	4	29	0	968.6	-11.2	1.2
54406	1981	1	2	7.9	-13	-5.4	-20.1	4.5	35	0	971.3	-14.8	0.9
54406	1981	1	3	6.3	-16	-7.7	-22.3	1	39	0	969.3	-14.8	0.4
54406	1981	1	4	8	-13.4	-2	-21.7	0.8	43	0	970.4	-13.7	0.5
54406	1981	1	5	8	-10.8	-0.4	-18.5	1	45	0	971.7	-12	0.7
54406	1981	1	6	8.1	-9.9	-0.6	-16.6	3	44	0	971.5	-11.4	1.1
54406	1981	1	7	7.9	-11	0.6	-19.3	0.8	48	0	969.4	-11.1	0.6
54406	1981	1	8	6.9	-8.9	2.2	-16	2	51	0	967.4	-10.6	0.6
54406	1981	1	9	8.3	-9.1	-0.2	-15.5	2.3	51	0	969.4	-10	1.3
54406	1981	1	10	8.4	-6.4	-1.5	-10	6	26	0	969.1	-7.3	2.1
54406	1981	1	11	8.1	-2.1	4.8	-5.9	5.3	29	0	965.1	-3.8	2.4
54406	1981	1	12	5.9	-5.2	3.9	-13.9	1.5	38	0	963.9	-6.8	1.6
54406	1981	1	13	8	-6.5	1	-14.1	2	50	0	964.4	-7.5	1.1
54406	1981	1	14	2.2	-5.6	-0.7	-9.1	3	57	0.5	964.3	-7	0.7
54406	1981	1	15	8.1	-9.9	-3.2	-14.9	4.8	33	0	974.3	-9.3	1.1
54406	1981	1	16	8.7	-9.1	-1.2	-17.5	3.3	36	0	974.4	-9.6	1.2
54406	1981	1	17	5.9	-7.6	0.4	-13.5	0.5	41	0	964.2	-7.1	0.8
54406	1981	1	18	7.7	-8.5	-2.9	-12.4	3.3	38	0	968.3	-9.2	1
54406	1981	1	19	7.1	-12.6	-3.4	-18.2	0.3	51	0	969.7	-10.7	0.6
54406	1981	1	20	5	-11.9	-2.7	-18.8	1	51	0	970.6	-11.2	0.6
54406	1981	1	21	8.6	-11.5	-4.3	-18.7	3.3	43	0	973	-12.8	1.1
54406	1981	1	22	4.9	-12	-4.2	-19.7	2	45	0	971.6	-10.6	0.7
54406	1981	1	23	0	-7.3	-3.6	-10.4	2.3	60	0.2	967.6	-7.1	0.1
54406	1981	1	24	8.5	-12	-6.5	-15.7	5.3	30	0	975.4	-12.4	1.4
54406	1981	1	25	7.5	-14.4	-7	-20.2	3	32	0	980	-16.5	0.9
54406	1981	1	26	8.8	-13.1	-5.1	-17.8	6	27	0	980.2	-13.4	1.4
54406	1981	1	27	9.2	-13.1	-3	-20	3.3	32	0	974.7	-12.8	1.4
54406	1981	1	28	8.5	-12.5	-1.5	-20.3	3	33	0	969.4	-13.4	1.5
54406	1981	1	29	8.1	-12	-1.8	-21.4	1.5	39	0	970.7	-12.1	0.8
54406	1981	1	30	8	-9.3	0.8	-16.6	0.8	31	0	967.7	-9.6	0.8
54406	1981	1	31	5.3	-6.8	3.6	-14.5	2.5	39	0	963.8	-6.8	1.4
54406	1981	2	1	9.1	-4.8	4	-13.4	2.8	28	0	966.3	-6.4	2.6
54406	1981	2	2	9.2	-4.4	1.3	-11.7	2.5	27	0	967.8	-6.3	2.1
54406	1981	2	3	9.5	-9.9	-1	-19.5	2	33	0	970.5	-10.5	1.2
54406	1981	2	4	7.7	-12.9	-2.5	-20.2	0.3	32	0	967.8	-12.6	0.7
54406	1981	2	5	8.6	-9.5	5.8	-19.1	0.5	38	0	969.8	-8.7	0.9
54406	1981	2	6	9.2	-5.9	2.5	-14.3	2.8	53	0	972	-6.9	1.6
54406	1981	2	7	9.1	-4.7	6.8	-15.7	2.3	46	0	962.2	-6.3	1.9
54406	1981	2	8	8.2	-4.2	4.3	-11	2.8	38	0	959.2	-6	2.1
54406	1981	2	9	8.4	-3	3.4	-9.1	3.5	31	0	964	-3.8	2.5
54406	1981	2	10	9.4	-0.4	6.3	-5	4	26	0	960.8	-2.2	2.8
54406	1981	2	11	8.6	-0.8	11.2	-12.9	2.3	27	0	952.1	-2	2.7
54406	1981	2	12	9.4	0.5	9.8	-7.8	4.3	27	0	949.3	-0.7	3.5
54406	1981	2	13	5.8	-1.4	4.2	-7.4	2.8	44	0	954.6	-3.8	1.9
54406	1981	2	14	3.5	-3.2	6.5	-10.3	2.3	71	0.3	957.2	-2.9	1.3
54406	1981	2	15	1.6	-5.1	0.2	-9.6	2.5	51	0.3	966.7	-5.4	1
54406	1981	2	16	8.6	-5.7	3.3	-13.3	2	41	0	970.4	-4.7	1.3
54406	1981	2	17	3.7	-4.8	0.4	-10.7	1.8	52	0	963.8	-2.6	1.1
54406	1981	2	18	8.2	-5.7	1.9	-9.9	1.5	48	0	967.1	-2.9	1.4
54406	1981	2	19	0	-6.9	-4.8	-12.6	2	69	1.8	965.8	-7.7	0
54406	1981	2	20	9.4	-6.5	0	-10.9	4	37	0	965.3	-7.5	1.7
54406	1981	2	21	9.1	-7.2	1	-15.3	1.3	63	0	956.8	-7.2	0.8
54406	1981	2	22	2.4	-4.2	2.1	-12.1	1.5	67	0	957.7	-4.9	0.8
54406	1981	2	23	3.2	-4.8	-1.2	-7.7	2	67	6.1	964.1	-5.9	1
54406	1981	2	24	32766	-12.4	-5.1	-14.3	4	26	0	970.2	-14.1	2.3
54406	1981	2	25	8.4	-13.4	-9.9	-16.1	4	27	0	971.3	-14.1	1.9
54406	1981	2	26	10.1	-14.6	-4.8	-24.4	1.3	35	0	974.6	-16.9	1.2
54406	1981	2	27	4	-11.1	-4.6	-17.9	1	59	0	967	-12.1	0.8
54406	1981	2	28	8.7	-8.4	0.5	-16.7	1.3	68	0	965.9	-9.2	0.6
54406	1981	3	1	8.8	-5.6	3.9	-14.9	2.3	59	0	969.7	-4.3	1.2
54406	1981	3	2	6.7	-2.6	5.1	-12.3	0.8	63	0	966.1	-2	1.1
54406	1981	3	3	8.3	2.1	10.9	-8.2	3.3	46	0	964	2.1	2.5
54406	1981	3	4	10.2	-0.3	8.4	-9.2	1.8	35	0	964.8	-0.3	3.1
54406	1981	3	5	10.3	-0.8	5.3	-7	4.5	22	0	967.8	-0.9	3.1
54406	1981	3	6	32766	2	11.8	-10.2	4.8	24	0	961.9	1.7	4.2
54406	1981	3	7	8.9	3.2	10.5	-3	5	22	0	959.4	2.3	5.7
54406	1981	3	8	7.8	-1.6	5	-7.1	1.8	29	0	964.7	1.7	2.1
54406	1981	3	9	9.9	0.6	10.7	-9	3.5	29	0	966.2	1.5	3.2
54406	1981	3	10	10.1	1	13.3	-9.3	1.3	39	0	964.6	2.8	2.8
54406	1981	3	11	9.6	3.5	15.3	-6.8	1.3	49	0	960.8	3.7	3.1
54406	1981	3	12	9.1	6.1	15.5	-4.2	1.8	50	0	959.3	6.1	3.7
54406	1981	3	13	2.5	7.3	14.5	1.4	1.3	56	0	959.3	7.5	2.5
54406	1981	3	14	8.9	5.5	10	0.9	4.8	26	0	964.9	6.4	5.8
54406	1981	3	15	10.8	5.6	15.6	-3.8	3.3	36	0	966.8	5.6	6.1
54406	1981	3	16	10.9	5.6	19.8	-7.4	2	35	0	958.8	6.8	4.8
54406	1981	3	17	10.5	6.3	19.3	-7.1	0.5	34	0	956.3	8	4
54406	1981	3	18	9.9	7.9	20.4	-4.3	1.3	39	0	954.8	9.4	4.8
54406	1981	3	19	8.4	9.3	19	-0.3	4.5	51	0	955.4	11.6	5.6
54406	1981	3	20	9.6	7	13.3	0.9	4.5	47	0	959	9.7	5.2
54406	1981	3	21	10.4	6.1	15.2	-4	2.5	59	0	954.5	8.6	4.1
54406	1981	3	22	10.4	6.8	15.1	-2.5	2.3	51	0	958.3	8.8	5.4
54406	1981	3	23	4	6.9	10.1	1.2	2.5	39	0	960.7	7.3	5
54406	1981	3	24	3.7	5.5	12.2	0.7	2.8	70	4	952.2	7	2.3
54406	1981	3	25	8.1	4.1	9.1	-1.7	2.3	45	0.1	952	5.2	3.9
54406	1981	3	26	11.2	3.6	11.1	-4.7	3	33	0	960.3	6.3	4.8
54406	1981	3	27	9.5	4.9	15.5	-2.5	2.5	55	0	958.1	7.9	4
54406	1981	3	28	11.2	6.5	16.5	-3.8	3.5	39	0	962.5	8.5	5.9
54406	1981	3	29	9.5	5.3	12	-4.3	3.5	29	0	965.5	8.5	5.6
54406	1981	3	30	6.7	3.9	9.5	-1.5	2.8	53	0	962.6	7.1	3.9
54406	1981	3	31	0	3.3	7.2	-1.1	2.3	74	0.3	960.7	5.2	1.6
54406	1981	4	1	10.8	4.3	11.6	-4.6	2	70	0	965.7	5.7	3.4
54406	1981	4	2	11.6	5.7	17	-6.9	2	43	0	964.3	9	5
54406	1981	4	3	9.5	8.2	18.5	-2.5	1.3	44	0	954.6	10.9	4.9
54406	1981	4	4	7.8	9.5	16.6	1.9	2.5	59	0	951.4	11.3	4.5
54406	1981	4	5	10.7	12.8	23	0.5	1.8	51	0	949.7	15.6	6.5
54406	1981	4	6	10.9	13.9	21.1	6.2	3.5	46	0	958.6	17.4	7.4
54406	1981	4	7	9.1	12.8	19.3	5	3	51	0	961.7	14.9	5.9
54406	1981	4	8	2	13	18.5	7.9	3	52	0	959.6	14.8	5.1
54406	1981	4	9	10.3	14.1	21.9	7.4	2.8	57	0	955.4	17.1	6.7
54406	1981	4	10	8.8	13	19.7	5	3.3	37	0	956.5	14.6	8
54406	1981	4	11	3.7	9.9	15.2	6.4	2.8	49	4.2	958.5	12.9	5.2
54406	1981	4	12	11.4	7.8	13.6	3.5	2.5	52	0.5	962.6	10.6	6.6
54406	1981	4	13	11.3	9.8	17.4	2.4	1.8	41	0	962.3	14.3	5.9
54406	1981	4	14	1.3	6.7	13	4.8	1.8	79	2.4	959.7	6.6	1.5
54406	1981	4	15	3	6.5	11.5	1.5	1	83	0.8	955.2	8.7	1.5
54406	1981	4	16	12	11.1	21.8	1.1	2	60	0	958.7	14.9	6.5
54406	1981	4	17	8.9	15.6	25.2	3.1	3	45	0	957.7	18	7.8
54406	1981	4	18	11.9	12.6	20.3	7.1	4.3	17	0	963.7	15	10.5
54406	1981	4	19	11.2	13.7	20.9	2.3	5	25	0	967	15.3	9.2
54406	1981	4	20	11.6	13.5	23.6	3.6	1.5	30	0	959.5	18.3	8.2
54406	1981	4	21	12	15.2	26.8	2.6	1.5	33	0	952.4	19.5	9.8
54406	1981	4	22	8.8	16.7	28.3	3.8	2.5	36	0	950.3	21.1	9.7
54406	1981	4	23	5.9	13.6	20.5	10.1	3.3	30	0	956.3	17.2	8.5
54406	1981	4	24	12.5	13.3	20.5	6.2	3.3	19	0	963	16.9	9.7
54406	1981	4	25	12.6	17.4	26	7.1	3.8	18	0	959.1	19.7	13.4
54406	1981	4	26	12.3	19.2	29.2	4.7	3.5	20	0	952.8	21	14.3
54406	1981	4	27	7.6	15	22.8	6.5	3.8	45	1.9	955.4	19.8	8.1
54406	1981	4	28	8.4	10	16.4	3.4	3	66	0.1	956.3	14.3	4.4
54406	1981	4	29	11.3	15.6	24.2	8	4.5	38	0	955.2	18.9	11
54406	1981	4	30	11.8	19.5	30	6.9	2.8	32	0	952	23.5	11.8
54406	1981	5	1	4.6	17	22.8	13	3.3	52	6.5	950.4	19.8	7
54406	1981	5	2	8.7	8.5	14.5	5.4	4.8	34	0.7	959.6	10.7	7.1
54406	1981	5	3	10.4	10.1	14.8	3.8	3.8	30	0	958.5	13.7	9
54406	1981	5	4	12	15.8	25.1	9.3	2.5	27	0	953.6	19	12
54406	1981	5	5	11.9	14.8	26.5	2.3	2	40	0	946.6	17.7	10.3
54406	1981	5	6	7	18.2	29.2	8.8	2	39	0	944.4	23.5	10
54406	1981	5	7	8.7	19.8	29.9	9.5	1.3	56	0	945.1	25.1	8.4
54406	1981	5	8	10.9	21.1	27	13.5	3	46	0	947.4	23.3	10.8
54406	1981	5	9	5.1	16	20.6	12.5	3	37	0	953.6	19.2	9.3
54406	1981	5	10	8.3	12.1	16.5	7.7	6.3	36	0	951.4	17.7	9.1
54406	1981	5	11	11.1	14	18.8	8	4.5	13	0	954.8	17.5	13.2
54406	1981	5	12	12.1	15.4	25.8	4	3	23	0	953.6	19.4	13.3
54406	1981	5	13	8.8	17.2	28.3	3.7	0.8	40	0	949.8	23.6	8.4
54406	1981	5	14	4.5	18.5	23.8	14.7	2.5	51	1.5	949.9	24.5	9.3
54406	1981	5	15	0	12	17.3	9.7	2.5	69	13.9	951.2	12.3	3.5
54406	1981	5	16	11.4	14.2	20.7	5.8	3	49	0	954.6	15.5	8.5
54406	1981	5	17	3.1	11.3	13.7	7.7	2.8	84	5	958.9	12.9	2.4
54406	1981	5	18	10.4	15	23.2	7.4	2.8	62	0	961.7	16.5	8
54406	1981	5	19	11	16.1	24.3	7.4	2	65	0	961.5	20.9	7.6
54406	1981	5	20	9.4	16.5	24.1	7.6	1.5	65	0	959.7	18.6	6.3
54406	1981	5	21	11.2	19.8	28.6	8.3	1.8	47	0	956.3	24.7	9.6
54406	1981	5	22	12.6	20.4	31	8.3	0.5	49	0	955.6	27	10
54406	1981	5	23	12.5	22	32.3	10.1	1.5	46	0	953.2	28.1	11.3
54406	1981	5	24	11.9	21.5	28.7	13.1	2	48	0	952.6	25.8	9.5
54406	1981	5	25	8.3	21.5	29.9	15.1	1.3	46	0.3	950.4	27.4	8.2
54406	1981	5	26	6.5	20.7	27.9	11.2	2.3	50	0	951.1	21	6.2
54406	1981	5	27	6.5	17.2	23.6	12	2.8	61	6	951.1	19	7.7
54406	1981	5	28	11.6	18.6	28.1	6.8	3.3	38	0	952	21.4	9.3
54406	1981	5	29	12.3	20.2	29.8	7.5	2	46	0	950.8	25.7	11.1
54406	1981	5	30	12.5	19.8	26.3	12.6	2.3	37	0	954	25.8	11.2
54406	1981	5	31	10.7	18.2	24.3	8.8	1.3	48	0	960.6	24.8	8.3
54406	1981	6	1	13.6	18	26.1	9.4	2.8	50	0	959.5	23.3	7.7
54406	1981	6	2	13.4	18.5	25.9	8.5	2.3	55	0	957.6	24.8	9
54406	1981	6	3	9	20.2	30.9	10.6	2.3	59	0	953.4	27.7	7.4
54406	1981	6	4	12.7	21.5	30.1	9.9	1.5	53	0	954.8	29	10.2
54406	1981	6	5	11.6	24.6	34.2	12.7	3	47	0	950.1	30.7	10.6
54406	1981	6	6	13.4	25.6	35	12.8	1.8	43	0	948	32.1	13.1
54406	1981	6	7	5.4	24.4	31.7	14.8	1	48	0	950.4	28.5	8.7
54406	1981	6	8	9.2	25	30.6	17.9	3.8	42	0	952.4	29	10.6
54406	1981	6	9	6	21	27.2	17.6	1.5	69	0	954.7	24.8	6.8
54406	1981	6	10	1.7	16.5	23.3	15.2	1.8	79	2	957	19.1	2.5
54406	1981	6	11	10.1	19.2	28.2	9.2	1.5	63	0	954.9	26.3	6.9
54406	1981	6	12	9.8	22.5	32.3	12.9	1.5	60	0	948.6	28.6	8.5
54406	1981	6	13	12.3	23.3	29.9	16	2	54	0	949.3	30.2	9.7
54406	1981	6	14	12.7	24.7	33	13.5	1	49	0	948.2	33	10.2
54406	1981	6	15	1.4	21.4	26.9	19.3	2.3	72	0.1	949.1	23.5	4.7
54406	1981	6	16	3.8	23.1	30.7	15.1	2.3	60	0	949.1	28.1	6
54406	1981	6	17	10.8	25.1	29.9	19.5	2.8	52	0	951.9	31.4	11.6
54406	1981	6	18	4.6	22.4	27.3	18.9	1	68	0	952.4	28.2	5.9
54406	1981	6	19	11.9	24.5	32.6	16.7	1.5	68	0	951.6	32.7	8.1
54406	1981	6	20	0.7	19.9	25.4	19	2.5	92	7	949.8	21.2	0.8
54406	1981	6	21	12.8	23.1	28.5	17.4	2.8	55	8.3	946.1	26.6	10.2
54406	1981	6	22	13.4	21.8	27.6	13.7	2	40	0	949.9	27.1	10.8
54406	1981	6	23	13.5	20.7	30.3	10.3	2.5	57	0	949.5	27.2	11.3
54406	1981	6	24	11.9	22.8	32.8	11.7	2.5	63	15.4	947.6	28.5	11.9
54406	1981	6	25	8	21.6	25.1	17.5	2.8	78	5.6	947.4	24.9	4.7
54406	1981	6	26	8.5	21.8	27.5	15.9	2.8	67	5.3	942.3	22.7	8.9
54406	1981	6	27	13	21.7	29.6	13.6	1.5	60	0	947.4	27.1	8.4
54406	1981	6	28	12.6	23.1	30.9	12.9	0.8	60	0	948.5	30	9
54406	1981	6	29	6.3	22.8	30	15.2	1.3	65	0	947.4	25.6	6
54406	1981	6	30	7.1	25	29.2	18.6	3.3	43	0	949.9	28.2	10.1
54406	1981	7	1	11.5	21.9	27.5	14.8	2.5	65	0	951	28.9	8.6
54406	1981	7	2	9.8	24.1	28.8	18.9	2	73	0	950.3	30.7	6.9
54406	1981	7	3	0	21.8	25.1	21.1	0.5	90	17.1	950.5	22.7	0.7
54406	1981	7	4	1.2	23.4	29.1	20.3	0.8	89	7.4	943.6	26.3	3.1
54406	1981	7	5	13.4	24.6	31.5	19.6	1.3	67	0	948.8	26.4	9
54406	1981	7	6	12.5	23.9	30.7	15.4	1.5	71	0	951.8	30.3	8.1
54406	1981	7	7	1.8	21.7	25.7	19.4	1.5	89	15.2	950	23.2	1.6
54406	1981	7	8	6.7	23.2	28.3	19.2	2.5	63	1.2	947.1	23.4	6.2
54406	1981	7	9	13.3	22.7	30.2	13.9	2	67	0	949.2	27.4	8.7
54406	1981	7	10	13.3	23.5	30.8	14.8	2	67	0	950	29.3	7.2
54406	1981	7	11	12.5	23.1	29	15.1	1.8	72	0	951.5	28.6	8.1
54406	1981	7	12	10.5	23.9	28.5	17.6	2.5	74	0	951.5	28.1	7.2
54406	1981	7	13	5.7	23.9	29	18	3	77	0	950.5	27.3	6.4
54406	1981	7	14	4.7	22.9	28.6	19.2	1	84	9.2	951.2	27	4.4
54406	1981	7	15	1.6	22.8	25.6	20.5	1.8	89	0	949.4	24.8	3
54406	1981	7	16	4.5	23.8	27.4	19.7	2	82	0	948.8	29.5	5.4
54406	1981	7	17	0	22.6	24.5	21.5	1	92	2.9	951.5	23.4	2.2
54406	1981	7	18	3	25.6	30.2	20.6	0.8	85	0	952.4	29.8	3.2
54406	1981	7	19	7.2	27.2	31.2	22.5	2.8	81	0	952.9	32.3	6.8
54406	1981	7	20	10.1	28.5	32.5	24	2.8	80	0	953.1	34.4	8.1
54406	1981	7	21	9.4	29.1	33.3	24.7	1.8	79	0	952.9	35.8	7.8
54406	1981	7	22	5.3	27.5	34.5	23.5	1.5	76	0	951.6	31	5.8
54406	1981	7	23	6.9	27.4	32.3	22.8	1.8	79	9.5	950.3	34.4	6.5
54406	1981	7	24	32766	24.7	29.3	20	1	89	7.6	950.9	26.2	1.6
54406	1981	7	25	1	23	26.8	19.6	0.5	89	0.7	952.5	25.1	3.1
54406	1981	7	26	7.7	24.8	29.5	20.7	32766	81	0	950.4	28.2	6
54406	1981	7	27	4.2	23.8	27.3	21.6	1.5	91	1.7	947.8	25.1	3.2
54406	1981	7	28	12.8	24.6	31	18.8	0.8	81	0	949.2	31.7	6.7
54406	1981	7	29	12.1	26.7	32.1	20.7	1.8	75	0	951.9	33	7.1
54406	1981	7	30	9.8	27.1	31.1	23.2	1.8	77	0	952.9	32.7	7.6
54406	1981	7	31	11.2	26.2	29.9	21.6	1.8	76	0	951.9	32.9	6.5
54406	1981	8	1	6	26.7	30.9	22	1.3	80	0	951	30.4	5
54406	1981	8	2	5.7	27	31.7	24.5	1	84	0.2	951	30.7	4.7
54406	1981	8	3	6.7	24.8	28.9	23.2	1	80	4.8	954.4	27.8	5.3
54406	1981	8	4	4.5	23.8	27.3	19.4	1.5	75	0	954.3	30.3	4.7
54406	1981	8	5	0	18.1	22.8	16	2	92	13.8	950.2	19.8	1
54406	1981	8	6	0	16.1	18.1	15.2	2.5	94	9.8	946.8	18.4	0.7
54406	1981	8	7	9.5	21	29	15.5	1	78	0	945.4	23.9	5.2
54406	1981	8	8	11.2	22.2	28.2	17.7	3.5	58	0	946.5	22.5	8.5
54406	1981	8	9	2.9	17.8	22.3	12.8	1.3	86	0.3	950.1	19.4	1.9
54406	1981	8	10	10	20.4	28.9	14	32766	84	0	949.3	26.6	5.5
54406	1981	8	11	12.6	21.2	27.9	13.4	1.5	66	0	952	28.3	6.5
54406	1981	8	12	10.8	21.2	28.3	12.3	1	73	0	951.9	29	6.6
54406	1981	8	13	9.4	20.6	26	13.3	0.8	83	9.1	953.8	23.8	7.7
54406	1981	8	14	6	23.2	26.2	19.9	3	83	0	952.9	24.6	4.2
54406	1981	8	15	0	21.6	23.1	20.8	1.5	89	0.6	952.4	21.7	0.9
54406	1981	8	16	6	21.9	26.8	19.1	0	88	3	950.2	24.3	3.7
54406	1981	8	17	11.5	23	31	17.2	1.3	73	0	949.9	28.7	7.3
54406	1981	8	18	12.4	22	31	12.9	0.8	68	0	951.5	29.3	5.7
54406	1981	8	19	8.7	22.7	30.2	14.7	0.5	78	0	948.7	29.4	5.1
54406	1981	8	20	11.6	22.3	28.1	18.6	2.8	78	14.3	948.1	25.8	8.8
54406	1981	8	21	12.5	21.5	29.8	13.8	1	71	0	948.5	24.1	5.2
54406	1981	8	22	12.6	20.8	29.8	12.2	0.5	72	0	949.5	27.1	6
54406	1981	8	23	8.2	21.8	28.9	12.8	1	75	0	949.2	27	5.2
54406	1981	8	24	0	20.1	26.3	17.5	0.5	91	4.3	946.3	21.4	0.8
54406	1981	8	25	7.9	19.9	25.3	16.9	1.8	54	0	948.7	21.6	5.7
54406	1981	8	26	12	18.6	28.5	9.2	32766	67	0	952.7	24.3	6.7
54406	1981	8	27	11	19.6	28.8	9.3	0	68	0	953.4	26.6	6.2
54406	1981	8	28	0	18.2	22	16.5	1	91	16.1	948.2	20.3	3.3
54406	1981	8	29	10.3	19.2	25.8	14.3	2.3	76	0.9	949.5	20.6	5
54406	1981	8	30	11.9	21.4	29.7	12.5	0.5	70	0	952.3	23	5.7
54406	1981	8	31	8.5	21.7	28.5	14.5	0.8	85	0	954.9	23.3	3.4
54406	1981	9	1	6.9	21.1	26.8	17.6	0.5	83	0	958.9	25.3	4.1
54406	1981	9	2	2.7	19.8	24.1	15.8	0.8	88	2.9	957.6	20.9	1.5
54406	1981	9	3	3.8	18.7	22.8	17	1.3	88	0.7	954.7	19.9	2.6
54406	1981	9	4	10.1	18	25.7	10.4	2	77	0	957	21	4.7
54406	1981	9	5	10.6	18.4	27.2	11.3	1	73	0	959.8	23.5	4.9
54406	1981	9	6	1.8	17.3	23.9	12.6	1.3	81	0	961.4	20.3	2.9
54406	1981	9	7	2.2	15.8	21	11.1	0.5	91	3	957.5	16.8	0.7
54406	1981	9	8	7.8	16.8	23.1	10.7	2	81	0.6	955.1	19.4	4.3
54406	1981	9	9	11.5	15.9	22.3	9.8	1	71	0	961.9	20.9	4.6
54406	1981	9	10	10.9	15.6	25.5	5.6	1	73	0.2	958	19.9	5.2
54406	1981	9	11	11.4	15.5	21.4	8	0.5	59	0.4	958.3	20	6.2
54406	1981	9	12	11	12.2	22.5	2	1.8	66	0	962.7	17.9	4.8
54406	1981	9	13	10.4	14.1	24.1	3.2	1.3	62	0	965.2	17.5	5
54406	1981	9	14	10.2	14	24.8	4.1	0.8	73	2.3	965.8	18.4	5.4
54406	1981	9	15	10.9	15.1	22.9	6.9	1	81	0	965.5	19.6	4
54406	1981	9	16	9.9	17.7	28.8	6.8	1.8	68	0	960.5	22	5.8
54406	1981	9	17	8.9	17.8	26.8	7.8	1.5	69	0	957.4	22.1	4.8
54406	1981	9	18	8.7	16.1	24	10.7	1.3	86	36	955.5	18	32766
54406	1981	9	19	6.7	17.5	21.4	12.5	1.5	80	0	956.2	19	4
54406	1981	9	20	10.5	19.4	28.1	12.8	1	81	0.2	958.4	20	4.6
54406	1981	9	21	7.9	19.1	26.3	13.3	2	85	21.4	960.8	20.4	6.7
54406	1981	9	22	10	19.3	25.9	12.6	1	81	0	961.1	20.6	4
54406	1981	9	23	0.8	18.1	22.2	15.2	1	86	0	958.2	18.8	1.9
54406	1981	9	24	10.9	17.8	28	9.6	0	78	0	956.4	20.1	4.2
54406	1981	9	25	10.7	19.9	28.4	11.3	1.8	76	0	957.8	21.4	4.4
54406	1981	9	26	7.2	18.8	25.8	10.4	1	68	0	957.8	19.2	2.7
54406	1981	9	27	10.1	12	19.8	9.1	1.3	59	11	966.1	16.1	6.4
54406	1981	9	28	2.4	8.2	15.3	2.2	0.5	77	0	964	10.3	1.2
54406	1981	9	29	10.2	9.9	17.3	2.9	0.8	80	0	959.1	12.4	2.8
54406	1981	9	30	10.8	13.5	23.2	3.2	2	57	0	955.5	14.6	5.4
54406	1981	10	1	10.5	11.3	19.7	5.7	1.5	38	0	958.4	13	5.6
54406	1981	10	2	9.5	9.2	18.2	0.8	0.3	53	0	963	9.8	3
54406	1981	10	3	8.3	10.8	18.1	3.5	1.3	65	0	963	13.1	3.8
54406	1981	10	4	4.8	12.6	18.4	7.2	1.8	67	1	957.2	12.4	4.3
54406	1981	10	5	10.5	11.7	20.3	1.7	3	56	0	957.4	12.1	5.5
54406	1981	10	6	10.4	11.9	22.8	1.4	2.8	62	0	956.5	12.5	5.5
54406	1981	10	7	6	11.4	21	2	1.5	67	0	957.7	11.4	3.5
54406	1981	10	8	9.5	4.6	12.1	0.3	3.3	32	0	964.9	7.8	5
54406	1981	10	9	10.5	10.5	17.8	4.2	3	30	0	962.4	9.5	7.1
54406	1981	10	10	10.4	8.9	17.7	0.1	3	36	0	960.4	8	6
54406	1981	10	11	10.2	7.4	19.8	-3.4	1	53	0	960.2	8.7	4
54406	1981	10	12	6.9	11.2	18	4	2	49	0	962.7	10.4	4.4
54406	1981	10	13	10.3	6.6	13	0.1	3.3	42	0	972.8	7.6	5.8
54406	1981	10	14	10.2	5.4	16.3	-4.5	1	55	0	967.3	7.7	3.3
54406	1981	10	15	10.2	8.1	19.8	-2.8	2.8	53	0	958.6	8.6	4.3
54406	1981	10	16	7.1	9.2	20	-1	1.5	61	0	957.2	9.5	3.5
54406	1981	10	17	7.2	11.2	17.5	7.6	2	59	0	959.1	13.5	3.9
54406	1981	10	18	7.2	9.4	16.7	2	1.5	78	0.4	963.4	12	2.9
54406	1981	10	19	2.2	9.1	11.7	7.7	1.8	85	0	967.8	10.2	1.4
54406	1981	10	20	1.7	10.2	13.4	6.9	1.3	81	0	965.2	11.3	1.7
54406	1981	10	21	3.4	5.7	10.2	1.5	3	67	11.6	963.7	6.1	3
54406	1981	10	22	8.1	0.8	3.5	-2	4.5	36	0	969.2	2.2	2.6
54406	1981	10	23	9.1	3.2	7.7	-1.7	4	33	0	963.3	3.7	3.8
54406	1981	10	24	10	3.7	9	-1.9	3.3	44	0	963.9	4.1	3.7
54406	1981	10	25	10.5	4.6	12.6	-3.7	2.8	42	0	967.4	3.4	4
54406	1981	10	26	8	2.4	12.7	-5.5	0.5	65	0	965.6	4	1.5
54406	1981	10	27	3.7	4.7	12.1	-1	2	57	0	964.3	3.6	3.1
54406	1981	10	28	9.4	5.9	10.7	2.3	3	42	0	961.2	4.3	3.8
54406	1981	10	29	8.9	6.3	14.2	0.7	2	41	0	957.9	5.4	4.8
54406	1981	10	30	9.3	4	11.8	-2.7	3	46	0	958.7	3.9	3.9
54406	1981	10	31	9.7	0.1	6.4	-7.3	0.5	38	0	969.7	1.5	2.1
54406	1981	11	1	3.5	-0.3	4.5	-6.1	2	64	0.8	965.4	-0.1	1.4
54406	1981	11	2	6.4	-0.5	4	-5.8	4	78	5.2	956.8	0.9	1.2
54406	1981	11	3	9.5	-1.7	4	-6.2	2.5	58	0	966.4	2.3	1.7
54406	1981	11	4	8.2	-1.6	3.8	-7.3	2	58	0	970	0.5	1.2
54406	1981	11	5	3.8	-1.3	2.5	-3.8	1.3	56	0	974	0.2	1.3
