id,condition,scenario,support,achieve,unintended,agency1,agency2,agency3,agency4,agency5,agency6,personalpeople,politics,sex,edu,state,income,hispanic,race,suspicious,comments,notes
35,2,1,1,1,7,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,3,2,3,5,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,7,2,3,5,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,9,1,1,7,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,10,1,1,7,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,14,2,2,6,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,15,6,6,3,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
35,2,16,1,1,7,6,6,6,6,6,6,2,5,2,6,43,3,2,4,"No, should I?","All good questions, but most of my opinions lie outside the right answers. I feel there is already too much regulation too much government, not enough privacy/",
36,3,1,1,1,5,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,6,4,3,5,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,8,1,1,4,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,9,1,1,6,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,12,3,4,5,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,13,4,1,6,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,15,2,3,3,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
36,3,16,1,1,7,6,7,7,6,6,7,2,6,1,6,9,4,2,4,no,thanks this was interesting,
37,2,2,6,5,4,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,4,3,4,6,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,5,4,6,7,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,6,4,5,5,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,8,5,5,4,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,11,5,3,3,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,12,7,5,5,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
37,2,13,4,3,6,6,7,7,7,7,6,4,6,1,7,35,4,2,4,no,,
38,2,1,3,2,3,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,3,5,4,5,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,5,7,6,1,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,6,2,3,6,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,10,1,5,7,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,11,4,3,1,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,13,7,6,1,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
38,2,16,6,6,2,7,7,7,7,7,7,3,3,1,8,22,4,2,4,No,,
39,4,1,2,4,4,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,5,2,3,2,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,6,1,2,4,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,11,7,7,2,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,12,2,3,6,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,13,2,2,7,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,15,7,7,1,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
39,4,16,4,4,5,4,5,6,7,6,7,6,7,2,6,9,4,1,5,Nope,Thanks!,
40,2,2,4,3,5,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,3,4,5,5,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,4,3,2,6,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,6,4,3,5,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,7,7,6,2,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,10,3,4,5,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,11,6,5,3,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
40,2,16,4,3,6,6,7,6,7,7,6,4,3,2,8,38,4,2,4,nope,,
41,2,1,5,2,6,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,2,2,1,5,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,3,5,5,4,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,6,1,1,5,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,7,4,3,4,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,12,7,2,2,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,14,7,4,3,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
41,2,16,6,5,5,7,7,7,7,7,7,3,2,1,8,46,4,2,4,Most of the 'proposals' didn't sound too realistic to me.  In fact there were a couple that I know our legislators aren't wasting time on.,Nothing else.,Participant excluded for suspicions about policies.
42,4,3,6,5,3,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,4,1,1,1,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,5,7,6,1,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,8,1,1,1,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,9,1,1,1,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,11,5,5,1,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,13,5,3,3,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
42,4,16,1,1,7,7,7,7,7,7,7,5,3,2,6,10,3,2,4,No,Thank you.,
43,2,1,1,1,7,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,5,1,4,4,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,8,3,3,5,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,9,1,1,4,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,12,3,5,2,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,13,4,2,3,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,14,3,2,4,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
43,2,15,6,6,3,6,6,7,7,7,7,5,5,1,6,49,3,2,4,No i did not,,
44,2,1,2,2,5,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,3,2,3,4,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,4,3,3,4,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,5,3,4,3,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,10,3,2,4,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,12,3,4,3,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,13,3,3,2,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
44,2,15,3,4,3,5,4,5,4,4,4,3,3,1,6,30,3,2,4,no,,
45,4,5,4,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,6,4,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,7,3,3,3,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,8,4,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,9,4,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,10,4,4,3,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,13,2,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
45,4,15,5,4,4,5,4,5,7,4,4,4,7,2,8,35,2,2,4,no,none,
46,4,1,1,1,6,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,2,5,2,2,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,4,1,3,7,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,5,4,4,6,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,9,1,1,7,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,11,1,1,4,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,12,7,2,5,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
46,4,13,1,1,7,6,7,7,7,7,7,4,1,1,8,47,4,2,4,"Yes one of the questions early on was about  one subject and then there was a question about retirement planning that wasn't about the current subject being questioned.  It was early on in the survey, I didn't make a note of which section.",No comments.,
47,1,1,1,1,7,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,4,1,4,7,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,7,7,5,7,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,8,6,5,1,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,13,7,6,6,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,14,7,7,5,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,15,5,7,2,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
47,1,16,1,1,7,6,7,7,7,7,7,4,2,1,8,49,3,2,4,The question about being conservative/liberal.,N/A,
48,1,3,7,7,3,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,6,1,1,7,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,7,7,7,2,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,8,7,7,4,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,10,4,4,3,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,11,7,7,1,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,13,1,1,7,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
48,1,15,1,1,7,7,7,7,7,7,7,7,7,2,7,43,3,2,4,No.,,
49,4,1,1,1,7,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,2,5,5,4,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,3,4,4,3,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,9,1,1,7,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,10,3,4,7,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,14,6,6,4,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,15,6,6,5,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
49,4,16,6,6,2,6,6,6,6,6,6,5,4,1,7,5,4,2,4,No.,,
50,1,1,7,7,3,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,4,1,1,4,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,6,7,7,1,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,7,7,7,2,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,8,7,7,1,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,12,7,7,1,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,15,7,7,1,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
50,1,16,7,7,1,4,7,7,7,7,7,4,3,2,7,47,3,1,5,No.,,
51,1,3,7,7,1,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,7,7,7,1,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,8,1,3,7,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,9,1,1,7,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,10,7,7,1,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,11,7,7,1,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,13,4,4,7,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
51,1,16,4,4,4,7,7,7,7,7,7,7,1,1,8,32,4,1,5,No,,
52,3,1,3,3,5,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,4,1,1,6,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,11,6,3,1,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,12,7,3,1,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,13,1,2,2,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,14,4,4,5,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,15,5,6,4,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
52,3,16,2,1,6,6,7,7,7,7,7,6,7,2,8,22,3,2,4,"I think that some of the policies are probably invented, if not all of them. They seemed a little too harsh to be ones that would really be being considered. But while taking the survey, I took them as being fact in order to form an opinion abo",,Participant excluded for suspicions about policies.
53,3,1,1,3,6,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,3,6,6,3,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,5,1,4,7,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,6,6,6,5,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,7,7,7,2,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,8,5,5,6,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,14,7,6,5,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
53,3,16,1,1,7,4,6,7,7,7,7,5,6,1,7,44,3,2,4,no,,
54,2,2,7,6,1,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,4,5,3,2,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,5,7,6,6,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,8,2,3,5,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,10,4,3,2,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,14,7,5,2,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,15,7,7,2,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
54,2,16,6,4,5,5,7,6,6,6,5,6,3,1,8,30,5,2,2,I assume you are trying to weigh our answers to the government policies based on our personalities as determined from the first part of the survey.,"For some of the government policy questions, I felt the method involved would not achieve the intent, because there are probably other major causes for the problem at hand. For example, for the college education savings proposal, the problem is",
55,4,3,6,5,1,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,4,1,1,7,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,7,3,3,3,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,10,4,3,5,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,12,7,4,2,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,13,7,5,2,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,15,7,6,2,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
55,4,16,1,1,7,7,6,6,7,6,6,6,7,2,6,24,3,2,3,No,Great Study,
56,4,4,1,1,7,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,5,1,1,7,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,6,2,2,3,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,7,2,3,5,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,8,1,1,6,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,11,1,1,5,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,12,1,1,5,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
56,4,13,1,1,7,7,7,7,7,7,7,6,7,2,8,9,5,2,4,no,,
57,2,2,6,6,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,6,5,5,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,7,6,6,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,8,5,5,3,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,9,5,5,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,11,6,6,3,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,14,6,5,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
57,2,16,5,5,4,6,6,5,6,7,7,6,3,1,8,47,4,2,2,"No, I did not",Thank you.,
58,3,3,6,5,4,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,5,7,7,3,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,6,3,3,7,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,7,3,6,7,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,9,2,2,6,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,12,6,6,4,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,15,5,3,5,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
58,3,16,2,2,6,2,6,5,6,6,6,7,2,2,8,32,3,2,4,No,,
59,1,1,7,7,3,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,2,1,1,7,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,4,1,4,6,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,5,1,6,7,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,11,4,2,3,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,13,7,2,5,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,15,7,6,3,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
59,1,16,7,6,4,7,7,7,7,7,7,7,1,1,6,32,4,2,4,no,,
60,3,1,1,2,6,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,2,5,4,2,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,3,5,5,2,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,8,4,5,2,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,9,3,3,4,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,10,2,3,4,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,13,4,4,3,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
60,3,16,2,2,5,6,4,5,5,4,6,6,3,2,9,32,4,2,4,no,,
61,3,2,4,3,4,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,3,5,5,3,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,5,5,6,4,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,6,4,4,5,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,7,7,7,2,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,8,3,4,4,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,9,7,6,4,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
61,3,10,6,5,5,7,7,7,7,7,7,3,6,2,6,37,3,2,4,No,Thank you for this opportunity!,
62,1,5,1,3,5,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,6,1,3,7,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,8,4,5,3,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,10,1,2,7,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,11,1,1,7,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,12,7,7,2,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,13,6,3,3,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
62,1,14,7,5,4,7,7,7,7,7,7,5,7,2,8,28,3,2,4,I did not find anything suspicious in this study.,"Thank you, interesting topics!",
63,1,1,1,4,7,4,7,7,7,7,7,4,4,1,8,14,4,2,4,Yes. I figure this is a study conducted by an extreme right-wing Tea Party conservative-funded think tank.,,
63,1,3,7,4,4,4,7,7,7,7,7,4,4,1,8,14,4,2,4,Yes. I figure this is a study conducted by an extreme right-wing Tea Party conservative-funded think tank.,,
63,1,5,1,5,7,4,7,7,7,7,7,4,4,1,8,14,4,2,4,Yes. I figure this is a study conducted by an extreme right-wing Tea Party conservative-funded think tank.,,
63,1,9,1,4,4,4,7,7,7,7,7,4,4,1,8,14,4,2,4,Yes. I figure this is a study conducted by an extreme right-wing Tea Party conservative-funded think tank.,,
63,1,10,1,1,7,4,7,7,7,7,7,4,4,1,8,14,4,2,4,Yes. I figure this is a study conducted by an extreme right-wing Tea Party conservative-funded think tank.,,
